DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;HOG;P1692;P1692S1;P1692S2;P1692S3;P1692S4;P1692S5;P1692S6;P1692S7;P1692S8;P1692S9;P1692S10;P1692S11;P1692S12;P1692S13;P1692S14;P1692S15;P1693;P1694;P1694S1;P1694S2;P1694S36;P1694S3;P1694S4;P1694S5;P1694S6;P1694S7;P1694S37;P1694S9;P1694S10;P1694S11;P1694S12;P1694S13;P1694S14;P1694S38;P1694S39;P1694S40;P1694S41;P1694S42;P1694S15;P1694S16;P1694S17;P1694S43;P1694S18;P1694S19;P1694S20;P1694S21;P1694S22;P1694S23;P1694S24;P1694S25;P1694S26;P1694S28;P1694S29;P1694S30;P1694S31;P1694S32;P1694S33;P1694S34;P1694S35;P1695;P1696
654781;237;1402;1;1;438.68472759;1;;;;;;;;;;;;;;;1402;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;2
654784;237;1105;1;1;478.79606695;1;;;;;;;;;;;;1105;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
654784;237;1401;1;1;478.79606695;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
654886;237;1006;1;1;185.18034483;1;;;;;;;;;;;1006;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
654912;237;1402;1;1;97.215979694;1;;;;;;;;;;;;;;;1402;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
654926;237;504;1;1;113.10489534;1;;;;;;0504;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2
654926;237;1003;1;1;113.10489534;1;;;;;;;;;;;1003;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
654961;237;606;1;1;104.76619343;1;;;;;;;0606;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
655077;237;606;1;1;63.652539074;1;;;;;;;0606;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
655077;237;1401;1;1;63.652539074;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
655078;237;603;1;1;79.984473461;1;;;;;;;0603;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
655162;237;607;1;1;62.453950856;1;;;;;;;0607;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
655162;237;702;1;1;62.453950856;1;;;;;;;;0702;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
655201;237;607;2;1;58.966410338;1;;;;;;;0607;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
655201;237;704;2;1;58.966410338;1;;;;;;;;0704;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
655201;237;204;2;1;58.966410338;1;;;0204;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
655201;237;1007;2;1;58.966410338;1;;;;;;;;;;;1007;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
655204;237;1401;1;1;436.95188141;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
655204;237;102;1;1;436.95188141;1;;0102;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
655204;237;1006;1;1;436.95188141;1;;;;;;;;;;;1006;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
655280;237;607;1;1;79.720691059;1;;;;;;;0607;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
655302;237;510;1;1;53.696868573;1;;;;;;0510;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
655302;237;702;1;1;53.696868573;1;;;;;;;;0702;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
655302;237;1401;1;1;53.696868573;1;;;;;;;;;;;;;;;1401;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2
655333;237;201;1;1;82.89770103;1;;;0201;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1
655409;237;701;1;1;469.02044577;1;;;;;;;;0701;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
655409;237;1401;1;1;469.02044577;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
655411;237;704;3;1;816.8624934;1;;;;;;;;0704;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
655583;237;404;1;1;41.971551411;1;;;;;404;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
655583;237;1401;1;1;41.971551411;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
655704;237;302;2;1;185.42270586;1;;;;0302;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;2
655704;237;1403;2;1;185.42270586;1;;;;;;;;;;;;;;;1403;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
655739;237;1403;1;1;129.25874423;1;;;;;;;;;;;;;;;1403;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1
655955;237;1402;1;1;107.96248566;1;;;;;;;;;;;;;;;1402;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1
655955;237;1403;1;2;107.96248566;1;;;;;;;;;;;;;;;1403;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1
656021;237;1506;2;1;168.93747902;1;;;;;;;;;;;;;;;;1506;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
656182;237;1003;1;1;669.41823403;1;;;;;;;;;;;1003;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
656182;237;1401;1;1;669.41823403;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
656228;237;704;1;1;1291.3534538;1;;;;;;;;0704;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
656228;237;1003;1;1;1291.3534538;1;;;;;;;;;;;1003;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;2
656231;237;204;1;1;1330.8267582;1;;;0204;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
656231;237;1006;1;1;1330.8267582;1;;;;;;;;;;;1006;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;2
656231;237;107;1;1;1330.8267582;1;;0107;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
656231;237;302;1;1;1330.8267582;1;;;;0302;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
656231;237;406;1;1;1330.8267582;1;;;;;406;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
656264;237;1408;1;1;1442.6839367;1;;;;;;;;;;;;;;;1408;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
656264;237;204;1;1;1442.6839367;1;;;0204;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
656281;237;1401;1;1;1462.7255709;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
656288;237;1006;1;1;985.17738715;1;;;;;;;;;;;1006;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;2
656367;237;704;1;1;1273.1777654;1;;;;;;;;0704;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
656544;237;1402;1;1;37.609859161;1;;;;;;;;;;;;;;;1402;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
656618;237;103;1;1;48.055481922;1;;0103;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
656618;237;302;1;1;48.055481922;1;;;;0302;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
656618;237;904;1;1;48.055481922;1;;;;;;;;;;0904;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
656618;237;403;1;1;48.055481922;1;;;;;403;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
656618;237;1003;1;1;48.055481922;1;;;;;;;;;;;1003;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
656618;237;1201;1;1;48.055481922;1;;;;;;;;;;;;;1201;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
656618;237;1401;1;1;48.055481922;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
656625;237;703;2;1;90.360870473;1;;;;;;;;0703;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
656625;237;1006;2;1;90.360870473;1;;;;;;;;;;;1006;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
656625;237;1007;2;2;90.360870473;1;;;;;;;;;;;1007;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
656625;237;105;2;1;90.360870473;1;;0105;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
656626;237;1006;3;1;109.05828974;1;;;;;;;;;;;1006;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
656628;237;1401;1;1;79.71845929;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
656628;237;301;1;1;79.71845929;1;;;;0301;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
656628;237;507;1;1;79.71845929;1;;;;;;0507;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
656657;237;103;1;1;51.019813946;1;;0103;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
656657;237;201;1;1;51.019813946;1;;;0201;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
656676;237;608;1;1;122.07022739;1;;;;;;;0608;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;2
656676;237;1411;1;1;122.07022739;1;;;;;;;;;;;;;;;1411;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;2
656679;237;1305;2;1;76.401359839;1;;;;;;;;;;;;;;1305;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
656679;237;205;2;1;76.401359839;1;;;0205;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2
656679;237;202;2;2;76.401359839;1;;;0202;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2
656679;237;504;2;1;76.401359839;1;;;;;;0504;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
656685;237;702;2;1;86.908920211;1;;;;;;;;0702;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
656685;237;1401;2;1;86.908920211;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
656685;237;502;2;1;86.908920211;1;;;;;;0502;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
656694;237;701;1;1;60.116690234;1;;;;;;;;0701;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
656694;237;1411;1;1;60.116690234;1;;;;;;;;;;;;;;;1411;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1
656695;237;1003;3;1;58.418975904;1;;;;;;;;;;;1003;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;2
656696;237;1003;1;1;70.523699789;1;;;;;;;;;;;1003;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
656696;237;1203;1;1;70.523699789;1;;;;;;;;;;;;;1203;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;31;2
656696;237;1402;1;1;70.523699789;1;;;;;;;;;;;;;;;1402;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
656705;237;1401;1;1;80.236167714;1;;;;;;;;;;;;;;;1401;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2
656705;237;205;1;1;80.236167714;1;;;0205;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
656706;237;704;1;1;75.128663983;1;;;;;;;;0704;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
656724;237;403;3;1;91.980093516;1;;;;;403;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
656727;237;703;1;1;89.753055642;1;;;;;;;;0703;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
656727;237;301;1;1;89.753055642;1;;;;0301;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
656729;237;603;1;1;97.900437324;1;;;;;;;0603;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
656729;237;1401;1;1;97.900437324;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
656731;237;103;1;1;79.411256822;1;;0103;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
656731;237;201;1;1;79.411256822;1;;;0201;;;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
656923;237;1401;1;1;160.32526207;1;;;;;;;;;;;;;;;1401;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1
656923;237;205;1;1;160.32526207;1;;;0205;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1
657012;237;1006;1;1;103.7185315;1;;;;;;;;;;;1006;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
657012;237;510;1;1;103.7185315;1;;;;;;0510;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
657021;237;1406;1;1;58.529844397;1;;;;;;;;;;;;;;;1406;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
657032;237;103;1;1;138.35012232;1;;0103;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
657032;237;1401;1;1;138.35012232;1;;;;;;;;;;;;;;;1401;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
657032;237;502;1;1;138.35012232;1;;;;;;0502;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
657148;237;1401;1;1;152.98893697;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
657148;237;1006;1;1;152.98893697;1;;;;;;;;;;;1006;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
657148;237;1105;1;1;152.98893697;1;;;;;;;;;;;;1105;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
657158;237;1401;1;1;118.91151363;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
657158;237;701;1;1;118.91151363;1;;;;;;;;0701;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
657158;237;704;3;1;118.91151363;1;;;;;;;;0704;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
657200;237;204;1;1;158.99588375;1;;;0204;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2
657200;237;205;1;2;158.99588375;1;;;0205;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2
657200;237;204;2;1;158.99588375;1;;;0204;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2
657200;237;205;2;2;158.99588375;1;;;0205;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;2
657221;237;607;1;1;384.72716033;1;;;;;;;0607;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
657231;237;1401;2;1;350.16340055;1;;;;;;;;;;;;;;;1401;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
657231;237;606;1;1;350.16340055;1;;;;;;;0606;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
657231;237;1011;2;1;350.16340055;1;;;;;;;;;;;1011;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
657231;237;1206;1;1;350.16340055;1;;;;;;;;;;;;;1206;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2
657231;237;201;2;1;350.16340055;1;;;0201;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
657297;237;1006;1;1;832.71071123;1;;;;;;;;;;;1006;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
657428;237;1006;1;1;47.234380476;1;;;;;;;;;;;1006;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
657479;237;1007;1;1;82.169544828;1;;;;;;;;;;;1007;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
657479;237;301;1;1;82.169544828;1;;;;0301;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;2
657488;237;1401;1;1;1139.5333323;1;;;;;;;;;;;;;;;1401;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
657492;237;703;2;1;1552.4620035;1;;;;;;;;0703;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
657500;237;1105;1;1;229.75487428;1;;;;;;;;;;;;1105;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
657506;237;403;1;1;834.64406325;1;;;;;403;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
657506;237;1401;1;1;834.64406325;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
657549;237;203;1;1;93.037473631;1;;;0203;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
657688;237;701;1;1;62.060116295;1;;;;;;;;0701;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
657688;237;205;1;1;62.060116295;1;;;0205;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
657693;237;1401;1;1;57.6423946;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
657713;237;301;1;1;124.36378931;1;;;;0301;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
657727;237;1001;1;1;62.16243059;1;;;;;;;;;;;1001;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
657742;237;301;1;1;45.732737387;1;;;;0301;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
657742;237;1003;1;1;45.732737387;1;;;;;;;;;;;1003;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
657770;237;606;2;1;100.0866576;1;;;;;;;0606;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
657770;237;1403;2;1;100.0866576;1;;;;;;;;;;;;;;;1403;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
657828;237;1007;1;1;62.807814004;1;;;;;;;;;;;1007;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
657876;237;1105;1;1;121.50587349;1;;;;;;;;;;;;1105;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;2
657876;237;507;1;1;121.50587349;1;;;;;;0507;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
658066;237;1401;1;1;456.38044074;1;;;;;;;;;;;;;;;1401;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
658066;237;1506;1;1;456.38044074;1;;;;;;;;;;;;;;;;1506;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
658066;237;503;1;1;456.38044074;1;;;;;;0503;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
658066;237;1107;1;1;456.38044074;1;;;;;;;;;;;;1107;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
658066;237;301;1;1;456.38044074;1;;;;0301;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
658066;237;401;1;1;456.38044074;1;;;;;401;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
658066;237;201;1;1;456.38044074;1;;;0201;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
658084;237;601;1;1;830.35433563;1;;;;;;;0601;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
658084;237;701;1;1;830.35433563;1;;;;;;;;0701;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
658145;237;802;1;1;1845.9261856;1;;;;;;;;;0802;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
658145;237;1403;1;1;1845.9261856;1;;;;;;;;;;;;;;;1403;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
658296;237;1403;1;1;1691.6107603;1;;;;;;;;;;;;;;;1403;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
658404;237;704;1;1;30.902040374;1;;;;;;;;0704;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
658404;237;107;1;1;30.902040374;1;;0107;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
666619;237;1408;1;1;165.98034947;1;;;;;;;;;;;;;;;1408;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
666627;237;1406;2;1;173.62968447;1;;;;;;;;;;;;;;;1406;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
666820;237;1009;1;1;1438.938263;1;;;;;;;;;;;1009;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
666820;237;1401;1;1;1438.938263;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
666858;237;606;1;1;1543.6957128;1;;;;;;;0606;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
666858;237;302;1;1;1543.6957128;1;;;;0302;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
666858;237;205;1;1;1543.6957128;1;;;0205;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
