DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;HOG;P3154;P1672;P1673;P1673S1;P1673S2;P1673S36;P1673S3;P1673S4;P1673S5;P1673S6;P1673S7;P1673S37;P1673S9;P1673S10;P1673S11;P1673S12;P1673S13;P1673S14;P1673S38;P1673S39;P1673S40;P1673S41;P1673S42;P1673S15;P1673S16;P1673S17;P1673S43;P1673S18;P1673S19;P1673S20;P1673S21;P1673S22;P1673S23;P1673S24;P1673S25;P1673S26;P1673S28;P1673S29;P1673S30;P1673S31;P1673S32;P1673S33;P1673S34;P1673S35;P1674;P1675;P1676;P1676S2;P1676S3;P1677;P1678;P1679;P1680;P1681;P1682;P1683;P1684;P1685;P1686;P1687;P1688;P1689;P1690
650848;237;1;4;1;48.390734903;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;2;1;;
650854;237;1;1;1;53.138678036;1;0704;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;5;;;;;;;;;;;2;;2;1;7;2
650855;237;1;1;1;72.225357075;1;0606;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;5;;;;;;;;;;;2;;2;1;7;1
650857;237;1;1;1;55.878494538;1;1004;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;2;;1;;;
650857;237;2;1;2;55.878494538;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
650857;237;1;2;1;55.878494538;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;7;5;;;;;;;;;;;2;;2;1;7;1
650859;237;1;4;1;48.803008969;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
650862;237;1;1;1;81.845249651;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
650863;237;1;1;1;56.9120932;1;0105;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;4;1;;;
650863;237;2;1;2;56.9120932;1;0202;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;2;1;;;
650867;237;1;1;1;93.462205102;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;2;;1;;;
650867;237;1;2;1;93.462205102;1;1003;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
650868;237;1;1;1;73.601644274;1;1007;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;2;;1;;;
650873;237;1;1;1;79.708017054;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
650874;237;1;1;1;73.878100681;1;1005;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
650875;237;1;1;1;74.491360685;1;1003;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
650875;237;1;2;1;74.491360685;1;1003;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;4;3;;;1;;;;;;;;2;;1;;7;2
650875;237;1;3;1;74.491360685;1;1003;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
650875;237;2;3;2;74.491360685;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
650878;237;1;4;1;70.045472204;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
650878;237;1;5;1;70.045472204;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
650879;237;1;3;1;70.279883874;1;1003;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
650883;237;1;1;1;75.719098148;1;1003;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;2;1;;
650883;237;1;2;1;75.719098148;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
650885;237;1;2;1;78.4670546;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;2;5;;
650886;237;1;1;1;38.215827907;1;0205;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;1;;;;1;1;1;1;;7;1
650886;237;2;1;2;38.215827907;1;0606;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;1;1;1;;7;1
650887;237;1;2;1;38.712587922;1;1003;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;4;2;3;0;;;;;;;;1;1;3;1;;7;1
650889;237;1;1;1;26.792993287;1;1408;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
650894;237;1;3;1;46.744273702;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;2;3;;
650895;237;1;1;1;44.580518289;1;1003;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;2;;1;;;
650898;237;1;1;1;36.933069272;1;1003;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;2;;;;;2;;1;;7;1
650898;237;1;4;1;36.933069272;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;2;;1;;;
650899;237;1;1;1;57.185453902;1;1410;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;2;;2;4;;
650902;237;1;1;1;68.402132318;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;5;;;;;;;;;;;2;;1;;7;1
650906;237;1;1;1;57.50953903;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;4;5;;;;;;;;;;;2;;2;1;7;1
650906;237;1;3;1;57.50953903;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
650907;237;1;1;1;44.251064252;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;1;1;1;;;
650913;237;1;1;1;57.493255623;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;2;5;;;;;;;;;;;2;;1;;7;1
650913;237;1;2;1;57.493255623;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;7;1;2;7;;;;;;;;1;1;2;1;;7;1
650913;237;1;5;1;57.493255623;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
650914;237;1;3;1;48.146959752;1;1006;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;1;1;1;;;
650915;237;1;1;1;69.556514413;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;2;;1;;;
650921;237;1;1;1;1264.9367471;1;1003;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;2;3;8;;;;;;;;1;1;3;1;;7;1
650921;237;1;2;1;1264.9367471;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;2;;1;;;
650922;237;1;1;1;898.06804619;1;0201;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;1;1;1;;;
650922;237;2;1;2;898.06804619;1;0703;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;1;1;1;;;
650924;237;1;2;1;847.40429717;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;5;;;;;;;;;;;2;;1;;7;1
650927;237;1;1;1;1295.3170021;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;1;7;;;;;;;;1;1;1;1;;7;1
650929;237;1;1;1;113.99608433;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
650936;237;1;1;1;68.593641329;1;0201;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
650939;237;1;1;1;128.34057712;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;9;5;;;;;;;;;;;2;;2;1;7;1
650942;237;1;2;1;52.679916541;1;1006;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;7;5;;;;;;;;;;;2;;2;1;7;2
650943;237;1;1;1;44.63192485;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
650951;237;1;1;1;58.565283637;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
650969;237;1;1;1;79.910020204;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;5;;;;;;;;;;;2;;2;1;7;5
650974;237;1;1;1;63.41534399;1;0405;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;3;8;;;;;;;;1;1;3;1;;1;
650974;237;2;1;2;63.41534399;1;0606;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;4;1;3;5;;;;;;;;2;1;3;2;4;1;
650978;237;1;1;1;66.994352809;1;0201;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;3;;;1;;;;;;;;2;;1;;7;1
650978;237;1;2;1;66.994352809;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
650980;237;1;1;1;83.124176521;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;2;;2;1;;
650981;237;1;1;1;58.651085704;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;2;;1;;;
650981;237;1;2;1;58.651085704;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
650986;237;1;2;1;53.348730497;1;0302;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;;;;1;1;1;1;;7;1
650988;237;1;1;1;66.047065804;1;1403;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;1;1;9;;;;;;;;2;2;;2;1;7;8
650988;237;1;3;1;66.047065804;1;1403;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;2;1;;
650996;237;1;1;1;59.711883546;1;0201;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;5;;;;;;;;;;;2;;2;1;7;1
650996;237;2;1;2;59.711883546;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;3;;;1;;;;;;;;2;;1;;7;1
650998;237;1;1;1;109.59617718;1;0103;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;1;1;1;;7;1
650999;237;1;1;1;93.788195021;1;1007;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
651002;237;1;1;1;76.221228979;1;1402;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
651003;237;1;1;1;91.668799668;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
651006;237;1;2;1;65.51126679;1;1402;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
651008;237;1;1;1;130.49322487;1;1403;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;;;99;;;;;;;;2;;1;;5;
651009;237;1;1;1;42.131885833;1;1402;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;4;5;;;;;;;;;;;2;;1;;7;1
651009;237;1;2;1;42.131885833;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;1;1;6;;;;;;;;1;1;1;1;;7;1
651020;237;1;1;1;182.23899994;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
651025;237;1;1;1;49.951953153;1;0203;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;2;1;;
651025;237;2;1;2;49.951953153;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;7;5;;;;;;;;;;;1;1;1;;7;1
651032;237;1;2;1;160.55627069;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;2;;1;;;
651034;237;1;1;1;64.333954963;1;0202;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;2;;2;1;;
651034;237;2;1;2;64.333954963;1;0301;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;1;1;1;;;
651034;237;1;2;1;64.333954963;1;0301;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;2;;1;;;
651035;237;1;1;1;96.925224366;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
651048;237;1;1;1;65.768585337;1;0401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
651048;237;2;1;2;65.768585337;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
651049;237;1;1;1;155.73733803;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
651049;237;1;2;1;155.73733803;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
651050;237;1;1;1;65.768585337;1;1403;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
651052;237;1;1;1;71.594433568;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
651053;237;1;1;1;64.856154122;1;0103;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;1;12;1;;7;2
651053;237;2;1;2;64.856154122;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;2;;1;;;
651053;237;1;2;1;64.856154122;1;0103;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;1;12;1;;7;1
651054;237;1;1;1;107.18610325;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;2;1;;
651057;237;1;1;1;128.86671442;1;0205;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;2;2;;2;2;7;2
651057;237;1;2;1;128.86671442;1;0203;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;1;1;2;11;;
651057;237;2;2;2;128.86671442;1;1411;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;2;2;;2;1;7;1
651063;237;1;1;1;64.376851045;1;1007;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;2;8;;
651064;237;1;1;1;55.909469438;1;0606;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;3;1;;;
651064;237;2;1;2;55.909469438;1;1003;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;2;8;;
651064;237;1;3;1;55.909469438;1;1003;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;1;16;1;;;
651071;237;1;2;1;171.65640036;1;0201;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
651071;237;2;2;2;171.65640036;1;1105;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;2;1;;
651072;237;1;1;1;95.150056066;1;1003;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
651072;237;1;2;1;95.150056066;1;0301;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;2;;2;5;;
651072;237;2;2;2;95.150056066;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;2;;1;;;
651074;237;1;2;1;63.054594286;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;2;;2;1;;
651076;237;1;2;1;59.202314848;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;2;;2;1;;
651079;237;1;1;1;50.437095275;1;1408;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;2;1;;
651079;237;2;1;2;50.437095275;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;2;1;;
651080;237;1;2;1;136.52951532;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
651082;237;1;1;1;133.13780461;1;1403;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;1;1;1;;;
651083;237;1;1;1;193.78399599;1;0608;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;;1;;;
651083;237;2;1;2;193.78399599;1;1402;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
651083;237;1;3;1;193.78399599;1;0606;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;;1;;;
651085;237;1;1;1;214.88301238;1;0102;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;5;;;;;;;;;;;2;;2;1;7;3
651085;237;2;1;2;214.88301238;1;1304;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;2;;2;10;7;1
651088;237;1;1;1;150.69680143;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
651097;237;1;1;1;58.975200348;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
651105;237;1;1;1;60.031554567;1;1401;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;2;;1;;7;9
651110;237;1;1;1;56.900407398;1;1401;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;2;;2;3;7;5
651111;237;1;1;1;68.433651305;1;0103;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;;;5;;;;;;;;2;;1;;1;
651112;237;1;3;1;70.15798793;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;3;;;2;;;;;;;;2;;1;;7;1
651122;237;1;1;1;53.596001283;1;1006;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;10;;;;;;;;1;1;1;1;;7;1
651124;237;1;1;1;82.137601033;1;1403;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
651127;237;1;1;1;93.427514301;1;0702;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;5;;;;;;;;;;;2;;1;;7;2
651127;237;2;1;2;93.427514301;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
651130;237;1;3;1;99.443124409;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;2;3;;;2;;;;;;;;2;;1;;7;1
651134;237;1;1;1;72.96017082;1;0102;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;9;;;;;;;;1;1;1;1;;3;
651134;237;2;1;2;72.96017082;1;1003;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;2;;2;1;;
651135;237;1;1;1;63.203296874;1;1003;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;2;;2;1;7;3
651150;237;1;2;1;56.273428983;1;1403;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;4;;;;2;;;;;;;2;;1;;1;
651152;237;1;1;1;97.023064389;1;0102;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;27;1;5;;;;;;;;;;;2;;1;;7;3
651152;237;1;3;1;97.023064389;1;1003;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;2;;1;;;
651153;237;1;2;1;63.630101457;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;1;12;10;;;;;;;;1;1;12;1;;7;3
651155;237;1;1;1;94.367257203;1;1402;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;2;;2;1;;
651165;237;1;1;1;83.676709453;1;1006;1;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;4;1;1;8;;;;;;;;1;1;1;1;;7;1
651167;237;1;2;1;72.003480588;1;0702;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;3;;;1;;;;;;;;2;;2;1;7;6
651168;237;1;1;1;70.360644611;1;0302;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;1;;;;1;1;1;1;;7;1
651169;237;1;1;1;63.218484135;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
651170;237;1;1;1;74.978400255;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
651170;237;1;3;1;74.978400255;1;1403;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;1;1;1;;;
651171;237;1;1;1;62.526032203;1;0202;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;2;2;10;;;;;;;;1;1;3;1;;7;1
651173;237;1;1;1;48.989402343;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;1;2;1;;;
651173;237;1;3;1;48.989402343;1;1403;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;1;1;1;;;
651174;237;1;1;1;62.526032203;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;4;;;;5;;;;;;;2;;2;1;7;5
651177;237;1;1;1;63.04366073;1;1408;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;1;1;1;;;
651183;237;1;1;1;67.48056023;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
651183;237;1;3;1;67.48056023;1;1403;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;1;1;1;;;
651189;237;1;1;1;88.61478386;1;1401;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;38;9;3;;;99;;;;;;;;2;;1;;5;
