DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C
681489;236;1;1;1;1035.1005281
681490;236;1;1;1;86.360120976
681491;236;1;1;1;76.936328688
681492;236;1;1;1;88.61478386
681495;236;1;1;1;117.23631038
681496;236;1;1;1;56.038809538
681497;236;1;1;1;71.615346542
681498;236;1;1;1;173.9620978
681499;236;1;1;1;96.765058545
681500;236;1;1;1;62.173275773
681501;236;1;1;1;51.596982559
681502;236;1;1;1;100.49250241
681503;236;1;1;1;100.49250241
681504;236;1;1;1;68.08464391
681505;236;1;1;1;61.502498091
681506;236;1;1;1;75.361546391
681507;236;1;1;1;89.179980848
681508;236;1;1;1;60.908832908
681509;236;1;1;1;63.94707839
681510;236;1;1;1;84.063871821
681511;236;1;1;1;99.477241236
681512;236;1;1;1;99.477241236
681513;236;1;1;1;72.51981486
681514;236;1;1;1;124.34655155
681515;236;1;1;1;152.38324435
681516;236;1;1;1;96.930119492
681517;236;1;1;1;147.35599552
681518;236;1;1;1;123.91371198
681519;236;1;1;1;60.642219902
681520;236;1;1;1;63.680465384
681521;236;1;1;1;84.29290771
681522;236;1;1;1;60.904546913
681523;236;1;1;1;69.889202376
681524;236;1;1;1;91.039882043
681525;236;1;1;1;78.994470662
681526;236;1;1;1;91.039882043
681527;236;1;1;1;70.103764085
681528;236;1;1;1;82.958121719
681529;236;1;1;1;83.075966468
681530;236;1;1;1;54.395101744
681531;236;1;1;1;58.989630118
681532;236;1;1;1;127.87318474
681533;236;1;1;1;70.103764085
681534;236;1;1;1;70.103764085
681535;236;1;1;1;56.415354324
681536;236;1;1;1;70.762544992
681537;236;1;1;1;128.3130962
681538;236;1;1;1;85.788383559
681539;236;1;1;1;59.489641289
681540;236;1;1;1;128.52212332
681541;236;1;1;1;100.05259095
681542;236;1;1;1;66.995001604
681543;236;1;1;1;82.89770103
681544;236;1;1;1;81.003915662
681545;236;1;1;1;83.676709453
681546;236;1;1;1;83.676709453
681547;236;1;1;1;83.676709453
681548;236;1;1;1;83.676709453
681549;236;1;1;1;66.999716199
681550;236;1;1;1;82.89770103
681551;236;1;1;1;84.221993667
681552;236;1;1;1;120.1707591
681553;236;1;1;1;68.33610899
681554;236;1;1;1;124.34655155
681555;236;1;1;1;56.169875618
681556;236;1;1;1;101.31941237
681557;236;1;1;1;48.038504432
681558;236;1;1;1;69.264037992
681559;236;1;1;1;69.264037992
681560;236;1;1;1;54.583256043
681561;236;1;1;1;51.365219047
681562;236;1;1;1;79.020691509
681563;236;1;1;1;65.202630743
681564;236;1;1;1;79.156453226
681565;236;1;1;1;54.586929754
681566;236;1;1;1;54.583256043
681567;236;1;1;1;64.044353757
681568;236;1;1;1;64.80313253
681569;236;1;1;1;48.909896518
681570;236;1;1;1;61.502498091
681571;236;1;1;1;56.273428983
681572;236;1;1;1;100.05259095
681573;236;1;1;1;94.504568272
681574;236;1;1;1;105.43199182
681575;236;1;1;1;99.317993495
681576;236;1;1;1;119.0814906
681577;236;1;1;1;96.713984535
681578;236;1;1;1;120.33736086
681579;236;1;1;1;81.658630204
681580;236;1;1;1;109.68825112
681581;236;1;1;1;100.06673473
681582;236;1;1;1;135.56248995
681583;236;1;1;1;128.08928375
681584;236;1;1;1;128.3130962
681585;236;1;1;1;156.34271711
681586;236;1;1;1;100.4995743
681587;236;1;1;1;124.34655155
681588;236;1;1;1;105.51975124
681589;236;1;1;1;124.34655155
681590;236;1;1;1;138.5624772
681591;236;1;1;1;121.50587349
681592;236;1;1;1;96.234822148
681593;236;1;1;1;68.46276228
681594;236;1;1;1;80.261982764
681595;236;1;1;1;62.900282139
681596;236;1;1;1;69.752867253
681597;236;1;1;1;60.688067703
681598;236;1;1;1;57.552370551
681599;236;1;1;1;94.136298135
681600;236;1;1;1;46.705294075
681601;236;1;1;1;60.10899389
681602;236;1;1;1;75.361546391
681603;236;1;1;1;63.418138373
681604;236;1;1;1;49.223465905
681605;236;1;1;1;53.596001283
681606;236;1;1;1;60.646505898
681607;236;1;1;1;60.913118904
681608;236;1;1;1;63.684751379
681609;236;1;1;1;64.179925791
681610;236;1;1;1;82.952185171
681611;236;1;1;1;79.33618611
681612;236;1;1;1;99.090840142
681613;236;1;1;1;110.53026804
681614;236;1;1;1;58.911938663
681616;236;1;1;1;61.912515426
681617;236;1;1;1;50.731081902
681618;236;1;1;1;50.944372307
681619;236;1;1;1;75.589239104
681620;236;1;1;1;67.591312658
681621;236;1;1;1;51.161091509
681622;236;1;1;1;48.72363753
681623;236;1;1;1;51.724214292
681624;236;1;1;1;51.157662712
681625;236;1;1;1;106.04696651
681626;236;1;1;1;89.326668805
681627;236;1;1;1;89.326668805
681628;236;1;1;1;110.53026804
681629;236;1;1;1;110.53026804
681630;236;1;1;1;97.901430838
681631;236;1;1;1;127.8073578
681632;236;1;1;1;125.51506418
681633;236;1;1;1;91.12940512
681634;236;1;1;1;235.83795384
681635;236;1;1;1;101.50348866
681636;236;1;1;1;105.53389502
681637;236;1;1;1;91.12940512
681638;236;1;1;1;108.88883973
681639;236;1;1;1;102.50396908
681640;236;1;1;1;98.275511368
681641;236;1;1;1;94.136298135
681642;236;1;1;1;102.50396908
681643;236;1;1;1;85.681415547
681644;236;1;1;1;83.676709453
681645;236;1;1;1;66.995001604
681646;236;1;1;1;83.676709453
681647;236;1;1;1;67.00914539
681648;236;1;1;1;99.55097819
681649;236;1;1;1;82.89770103
681650;236;1;1;1;70.341786229
681651;236;1;1;1;66.318160824
681652;236;1;1;1;70.341786229
681653;236;1;1;1;79.865676414
681654;236;1;1;1;64.80313253
681655;236;1;1;1;72.150340097
681656;236;1;1;1;45.994077696
681657;236;1;1;1;56.900407398
681658;236;1;1;1;105.51267934
681659;236;1;1;1;124.34655155
681660;236;1;1;1;94.531825655
681661;236;1;1;1;78.397031658
681662;236;1;1;1;79.028003373
681663;236;1;1;1;122.79666294
681664;236;1;1;1;80.402759765
681665;236;1;1;1;100.49250241
681666;236;1;1;1;104.59588682
681667;236;1;1;1;110.53026804
681668;236;1;1;1;83.494263592
681669;236;1;1;1;54.758400689
681670;236;1;1;1;79.752263684
681671;236;1;1;1;77.539066692
681672;236;1;1;1;94.50194608
681673;236;1;1;1;74.19016681
681674;236;1;1;1;93.97384045
681675;236;1;1;1;53.596001283
681676;236;1;1;1;61.502498091
681677;236;1;1;1;64.80313253
681678;236;1;1;1;56.900407398
681679;236;1;1;1;71.114850682
681680;236;1;1;1;61.54906295
681681;236;1;1;1;70.878426204
681682;236;1;1;1;70.878426204
681683;236;1;1;1;58.620626403
681684;236;1;1;1;92.496169519
681685;236;1;1;1;62.230695321
681686;236;1;1;1;251.58621652
681687;236;1;1;1;186.63172098
681688;236;1;1;1;251.58621652
681689;236;1;1;1;412.59824113
681690;236;1;1;1;464.86958685
681691;236;1;1;1;186.63172098
681692;236;1;1;1;447.60929676
681693;236;1;1;1;411.1067048
681694;236;1;1;1;332.90218444
681695;236;1;1;1;411.1067048
681696;236;1;1;1;546.53237429
681697;236;1;1;1;632.38683537
681698;236;1;1;1;501.51869158
681699;236;1;1;1;866.64695683
681700;236;1;1;1;429.48752648
681701;236;1;1;1;391.52914392
681702;236;1;1;1;526.98902947
681703;236;1;1;1;353.3335969
681704;236;1;1;1;489.29749318
681705;236;1;1;1;356.64027003
681706;236;1;1;1;627.36789223
681707;236;1;1;1;599.87359809
681708;236;1;1;1;402.7145137
681709;236;1;1;1;453.20081932
681710;236;1;1;1;419.64006057
681711;236;1;1;1;445.20370711
681712;236;1;1;1;836.48021877
681713;236;1;1;1;836.48021877
681714;236;1;1;1;667.30483098
681715;236;1;1;1;562.29700387
681716;236;1;1;1;616.24360435
681717;236;1;1;1;535.34734002
681718;236;1;1;1;594.78273039
681719;236;1;1;1;449.83592795
681720;236;1;1;1;456.79313694
681721;236;1;1;1;518.88704655
681722;236;1;1;1;600.57434788
681723;236;1;1;1;779.93331175
681724;236;1;1;1;764.81448388
681725;236;1;1;1;594.78273039
681726;236;1;1;1;1133.1942404
681727;236;1;1;1;664.95020252
681728;236;1;1;1;718.14662819
681729;236;1;1;1;411.46917704
681730;236;1;1;1;575.26164475
681731;236;1;1;1;603.02628742
681732;236;1;1;1;718.40153685
681733;236;1;1;1;447.42572369
681734;236;1;1;1;446.12278335
681735;236;1;1;1;469.02044577
681736;236;1;1;1;991.65310702
681737;236;1;1;1;874.07369587
681738;236;1;1;1;860.3796536
681739;236;1;1;1;469.02044577
681740;236;1;1;1;405.67150288
681741;236;1;1;1;403.02679007
681742;236;1;1;1;1196.2857195
681743;236;1;1;1;826.83596736
681744;236;1;1;1;420.5476518
681745;236;1;1;1;487.29897854
681746;236;1;1;1;495.6919815
681747;236;1;1;1;469.02044577
681748;236;1;1;1;521.13382864
681749;236;1;1;1;518.10720813
681750;236;1;1;1;380.66094745
681751;236;1;1;1;365.64109588
681752;236;1;1;1;435.56750337
681753;236;1;1;1;503.58155317
681754;236;1;1;1;752.14296897
681755;236;1;1;1;457.18797449
681756;236;1;1;1;985.35134498
681757;236;1;1;1;950.97211592
681758;236;1;1;1;1039.8877496
681759;236;1;1;1;610.9233469
681760;236;1;1;1;443.70320628
681761;236;1;1;1;489.08436904
681762;236;1;1;1;448.20292004
681763;236;1;1;1;525.48917867
681764;236;1;1;1;365.64109588
681765;236;1;1;1;405.67150288
681766;236;1;1;1;460.69126488
681767;236;1;1;1;487.94679428
681768;236;1;1;1;571.32277771
681769;236;1;1;1;489.08436904
681770;236;1;1;1;521.13382864
681771;236;1;1;1;614.1786827
681772;236;1;1;1;471.40576585
681773;236;1;1;1;710.89538876
681774;236;1;1;1;514.69196845
681775;236;1;1;1;495.6919815
681776;236;1;1;1;429.39846846
681777;236;1;1;1;748.76860388
681778;236;1;1;1;369.74616261
681779;236;1;1;1;430.19277029
681780;236;1;1;1;489.06402569
681781;236;1;1;1;304.52875796
681782;236;1;1;1;226.46341738
681783;236;1;1;1;292.51287671
681784;236;1;1;1;520.69816239
681785;236;1;1;1;520.69816239
681786;236;1;1;1;602.48849979
681787;236;1;1;1;520.69816239
681788;236;1;1;1;610.65422588
681789;236;1;1;1;520.69816239
681790;236;1;1;1;520.69816239
681791;236;1;1;1;450.62813568
681792;236;1;1;1;487.94679428
681793;236;1;1;1;583.03175438
681794;236;1;1;1;537.14712855
681795;236;1;1;1;599.66602567
681796;236;1;1;1;457.29493463
681797;236;1;1;1;480.76923638
681798;236;1;1;1;611.97325954
681800;236;1;1;1;371.14442377
681801;236;1;1;1;504.03080675
681802;236;1;1;1;487.96665766
681803;236;1;1;1;487.96665766
681804;236;1;1;1;435.9837804
681805;236;1;1;1;565.90568061
681806;236;1;1;1;474.52549249
681807;236;1;1;1;514.48965144
681808;236;1;1;1;481.33356246
681809;236;1;1;1;870.16238616
681810;236;1;1;1;683.46091923
681811;236;1;1;1;909.1284804
681812;236;1;1;1;758.59639888
681813;236;1;1;1;526.18714267
681815;236;1;1;1;140.75861323
681816;236;1;1;1;195.4932397
681818;236;1;1;1;164.62588607
681819;236;1;1;1;193.37812903
681820;236;1;1;1;264.64709591
681821;236;1;1;1;239.36529854
681823;236;1;1;1;150.70738763
681824;236;1;1;1;173.6301083
681825;236;1;1;1;191.21999029
681826;236;1;1;1;258.98545844
681827;236;1;1;1;305.0726284
681828;236;1;1;1;168.99185693
681829;236;1;1;1;162.72012338
681830;236;1;1;1;127.42272927
681831;236;1;1;1;215.50894327
681832;236;1;1;1;179.78492596
681833;236;1;1;1;232.05302528
681834;236;1;1;1;186.5003922
681835;236;1;1;1;178.36543676
681836;236;1;1;1;177.91715479
681837;236;1;1;1;194.31753948
681838;236;1;1;1;178.57241753
681839;236;1;1;1;115.75340554
681840;236;1;1;1;138.67263608
681847;236;1;1;1;179.84599032
681850;236;1;1;1;382.7012055
681851;236;1;1;1;172.40715462
681852;236;1;1;1;215.07495317
681853;236;1;1;1;134.85531957
681855;236;1;1;1;169.94264456
681856;236;1;1;1;262.01386243
681857;236;1;1;1;147.29208994
681858;236;1;1;1;345.4199717
681859;236;1;1;1;245.48681657
681860;236;1;1;1;146.17335139
681861;236;1;1;1;132.17849051
681862;236;1;1;1;207.12950148
681863;236;1;1;1;179.34138617
681864;236;1;1;1;235.80320826
681865;236;1;1;1;254.95998705
681866;236;1;1;1;247.23027448
681867;236;1;1;1;228.60481385
681869;236;1;1;1;156.11811065
681870;236;1;1;1;201.74621897
681871;236;1;1;1;201.62711009
681872;236;1;1;1;207.5435034
681873;236;1;1;1;156.25977097
681874;236;1;1;1;141.8027104
681875;236;1;1;1;103.55611735
681876;236;1;1;1;118.57325482
681877;236;1;1;1;132.17849051
681878;236;1;1;1;150.70738763
681879;236;1;1;1;297.56680437
681880;236;1;1;1;137.13000133
681882;236;1;1;1;154.51892155
681883;236;1;1;1;118.67053175
681884;236;1;1;1;128.31553509
681885;236;1;1;1;202.56845969
681886;236;1;1;1;161.70713182
681887;236;1;1;1;186.81301253
681888;236;1;1;1;189.53685449
681889;236;1;1;1;204.41325069
681890;236;1;1;1;191.89998428
681891;236;1;1;1;125.5894897
681892;236;1;1;1;115.05552272
681893;236;1;1;1;188.38423454
681894;236;1;1;1;216.8165367
681895;236;1;1;1;180.67121017
681896;236;1;1;1;151.23208304
681897;236;1;1;1;151.03015065
681898;236;1;1;1;164.99603265
681899;236;1;1;1;156.25977097
681900;236;1;1;1;189.28578872
681901;236;1;1;1;220.32138841
681902;236;1;1;1;133.51914441
681904;236;1;1;1;306.31269672
681905;236;1;1;1;180.97535987
681906;236;1;1;1;147.3723657
681907;236;1;1;1;183.33144843
681908;236;1;1;1;236.96150267
681909;236;1;1;1;252.84914435
681910;236;1;1;1;252.84914435
681911;236;1;1;1;251.06606241
681912;236;1;1;1;236.96150267
681913;236;1;1;1;220.68611797
681914;236;1;1;1;334.95760718
681915;236;1;1;1;160.72433585
681916;236;1;1;1;222.57680251
681917;236;1;1;1;135.95501881
681918;236;1;1;1;3155.8088842
681919;236;1;1;1;3146.4244224
681920;236;1;1;1;1525.935419
681921;236;1;1;1;1110.5393795
681922;236;1;1;1;613.00250045
681923;236;1;1;1;1053.8793913
681924;236;1;1;1;1408.1884368
681925;236;1;1;1;1509.608553
681926;236;1;1;1;1770.6287173
681927;236;1;1;1;1408.1884368
681928;236;1;1;1;613.00250045
681929;236;1;1;1;977.52728038
681930;236;1;1;1;1253.0748097
681931;236;1;1;1;848.53645582
681932;236;1;1;1;820.58601055
681933;236;1;1;1;1019.2371926
681934;236;1;1;1;1019.2371926
681935;236;1;1;1;891.63229972
681936;236;1;1;1;1022.0651443
681937;236;1;1;1;660.39379302
681938;236;1;1;1;1248.6614023
681939;236;1;1;1;396.83673702
681940;236;1;1;1;529.05347144
681941;236;1;1;1;652.94278997
681943;236;1;1;1;844.91306209
681944;236;1;1;1;502.48734113
681945;236;1;1;1;928.96207673
681946;236;1;1;1;496.62184023
681947;236;1;1;1;836.69231037
681948;236;1;1;1;632.32763478
681949;236;1;1;1;861.95335728
681950;236;1;1;1;525.75790608
681951;236;1;1;1;376.15564373
681952;236;1;1;1;634.52422867
681953;236;1;1;1;449.59504877
681954;236;1;1;1;461.71259202
681955;236;1;1;1;686.90133491
681956;236;1;1;1;546.15796035
681957;236;1;1;1;621.34743702
681958;236;1;1;1;473.83013527
681959;236;1;1;1;261.54773352
681960;236;1;1;1;513.58020464
681961;236;1;1;1;376.15564373
681962;236;1;1;1;376.15564373
681963;236;1;1;1;175.72428993
681964;236;1;1;1;162.00305103
681965;236;1;1;1;155.33041684
681966;236;1;1;1;103.55361122
681968;236;1;1;1;68.355289678
681970;236;1;1;1;87.085737273
681974;236;1;1;1;125.83040287
681982;236;1;1;1;144.81670232
681991;236;1;1;1;138.59410965
681994;236;1;1;1;173.97173591
681995;236;1;1;1;149.45753676
681996;236;1;1;1;130.56534004
681997;236;1;1;1;73.195206997
681998;236;1;1;1;119.81201586
681999;236;1;1;1;106.87795029
682000;236;1;1;1;122.6846428
682001;236;1;1;1;149.45753676
682002;236;1;1;1;112.90216652
682003;236;1;1;1;112.90216652
682004;236;1;1;1;147.95109366
682006;236;1;1;1;173.80209896
682007;236;1;1;1;166.7040222
682008;236;1;1;1;111.25798547
682009;236;1;1;1;55.007884843
682011;236;1;1;1;80.662513256
682012;236;1;1;1;83.602307782
682013;236;1;1;1;98.879444399
682014;236;1;1;1;137.21001618
682015;236;1;1;1;67.293533713
682016;236;1;1;1;116.90900653
682017;236;1;1;1;116.90900653
682018;236;1;1;1;74.186185244
682019;236;1;1;1;51.445130864
682020;236;1;1;1;106.58129957
682021;236;1;1;1;108.35209427
682022;236;1;1;1;120.35502617
682023;236;1;1;1;65.428714275
682024;236;1;1;1;74.558600081
682025;236;1;1;1;79.483125231
682026;236;1;1;1;84.347659164
682027;236;1;1;1;72.214356876
682028;236;1;1;1;115.49049224
682029;236;1;1;1;105.59551211
682030;236;1;1;1;86.29467602
682031;236;1;1;1;118.39306302
682032;236;1;1;1;99.092226926
682033;236;1;1;1;105.59551211
682034;236;1;1;1;121.78021513
682035;236;1;1;1;97.624605514
682036;236;1;1;1;84.023451309
682037;236;1;1;1;91.994357906
682038;236;1;1;1;70.901034251
682039;236;1;1;1;78.323769423
682040;236;1;1;1;97.624605514
682041;236;1;1;1;98.949326068
682042;236;1;1;1;131.14116561
682043;236;1;1;1;110.87528772
682044;236;1;1;1;76.328197905
682046;236;1;1;1;87.052900099
682048;236;1;1;1;104.96352773
682049;236;1;1;1;96.594075801
682050;236;1;1;1;76.328197905
682051;236;1;1;1;63.358241953
682052;236;1;1;1;70.418905331
682053;236;1;1;1;65.741434159
682054;236;1;1;1;78.518171392
682055;236;1;1;1;82.940474968
682056;236;1;1;1;57.097457134
682057;236;1;1;1;67.780545529
682058;236;1;1;1;65.120091503
682059;236;1;1;1;95.652823524
682060;236;1;1;1;76.67969015
682061;236;1;1;1;52.598521866
682062;236;1;1;1;269.31774649
682063;236;1;1;1;152.67422215
682064;236;1;1;1;136.55469025
682065;236;1;1;1;184.11691656
682066;236;1;1;1;127.83056642
682067;236;1;1;1;185.9916013
682068;236;1;1;1;200.43833422
682069;236;1;1;1;176.66159834
682070;236;1;1;1;145.14583119
682071;236;1;1;1;145.14583119
682072;236;1;1;1;119.70330432
682073;236;1;1;1;137.40679994
682074;236;1;1;1;123.23308433
682075;236;1;1;1;137.40679994
682076;236;1;1;1;110.87692342
682077;236;1;1;1;145.14583119
682078;236;1;1;1;153.76427968
682079;236;1;1;1;111.30219865
682080;236;1;1;1;132.21205172
682081;236;1;1;1;150.05678037
682082;236;1;1;1;134.05502401
682083;236;1;1;1;100.83062087
682084;236;1;1;1;130.72882439
682085;236;1;1;1;205.63818528
682086;236;1;1;1;147.19097265
682087;236;1;1;1;149.53916691
682088;236;1;1;1;175.58856912
682089;236;1;1;1;168.95281938
682090;236;1;1;1;254.57888514
682091;236;1;1;1;152.58596386
682092;236;1;1;1;90.414110067
682093;236;1;1;1;158.54756308
682094;236;1;1;1;116.3096349
682100;236;1;1;1;672.80033782
682101;236;1;1;1;413.5840955
682102;236;1;1;1;596.89498224
682103;236;1;1;1;508.29708077
682104;236;1;1;1;581.39950401
682105;236;1;1;1;638.29236124
682106;236;1;1;1;581.39950401
682107;236;1;1;1;589.09136883
682108;236;1;1;1;520.98962667
682109;236;1;1;1;710.4404
682110;236;1;1;1;803.74193633
682111;236;1;1;1;792.81750547
682112;236;1;1;1;792.81750547
682113;236;1;1;1;812.3927536
682114;236;1;1;1;623.25981596
682115;236;1;1;1;775.50948834
682116;236;1;1;1;930.26868027
682117;236;1;1;1;803.30641204
682118;236;1;1;1;686.36278855
682119;236;1;1;1;958.15290979
682120;236;1;1;1;839.33274132
682121;236;1;1;1;2270.6757153
682122;236;1;1;1;2212.117327
682123;236;1;1;1;2918.229969
682124;236;1;1;1;2780.7129437
682125;236;1;1;1;2538.0743432
682126;236;1;1;1;2918.229969
682127;236;1;1;1;2400.5573178
682128;236;1;1;1;2341.7790307
682129;236;1;1;1;2975.5513512
682130;236;1;1;1;1532.6087146
682131;236;1;1;1;1760.9644793
682132;236;1;1;1;855.55932891
682133;236;1;1;1;1114.5935588
682134;236;1;1;1;1179.9087717
682135;236;1;1;1;855.55932891
682136;236;1;1;1;2062.7683638
682137;236;1;1;1;2062.7683638
682138;236;1;1;1;855.55932891
682139;236;1;1;1;1588.4366286
682140;236;1;1;1;1425.6178508
682141;236;1;1;1;874.38503477
682142;236;1;1;1;325.3019114
682143;236;1;1;1;542.37863007
682149;236;1;1;1;516.68098369
682169;236;1;1;1;783.85412362
682170;236;1;1;1;620.8634518
682171;236;1;1;1;567.91303389
682172;236;1;1;1;504.08938618
682173;236;1;1;1;519.20563571
682174;236;1;1;1;460.3768833
682175;236;1;1;1;408.92016363
682176;236;1;1;1;377.84574911
682177;236;1;1;1;451.19161122
682178;236;1;1;1;329.79623154
682179;236;1;1;1;335.87393109
682180;236;1;1;1;324.72698219
682181;236;1;1;1;429.5045456
682182;236;1;1;1;34.535222161
682183;236;1;1;1;34.535222161
682184;236;1;1;1;34.535222161
682185;236;1;1;1;34.535222161
682186;236;1;1;1;34.535222161
682187;236;1;1;1;34.535222161
682188;236;1;1;1;169.22258859
682189;236;1;1;1;34.535222161
682190;236;1;1;1;34.535222161
682191;236;1;1;1;34.535222161
682192;236;1;1;1;34.535222161
682193;236;1;1;1;34.535222161
682194;236;1;1;1;34.535222161
682195;236;1;1;1;34.535222161
682196;236;1;1;1;169.22258859
682197;236;1;1;1;35.869121722
682198;236;1;1;1;34.535222161
682199;236;1;1;1;34.535222161
682200;236;1;1;1;169.22258859
682201;236;1;1;1;169.22258859
682202;236;1;1;1;77.63106486
682203;236;1;1;1;133.28328763
682204;236;1;1;1;169.64280219
682205;236;1;1;1;117.78832189
682206;236;1;1;1;69.833630904
682207;236;1;1;1;70.523699789
682208;236;1;1;1;70.523699789
682209;236;1;1;1;64.682611601
682210;236;1;1;1;100.56157192
682211;236;1;1;1;89.123219039
682212;236;1;1;1;128.4668536
682213;236;1;1;1;65.734560761
682214;236;1;1;1;109.79879061
682216;236;1;1;1;73.976157049
682217;236;1;1;1;101.39592885
682218;236;1;1;1;91.573904882
682219;236;1;1;1;68.956506461
682220;236;1;1;1;58.940757971
682221;236;1;1;1;69.369311738
682222;236;1;1;1;104.2054047
682223;236;1;1;1;90.443362847
682224;236;1;1;1;89.252380869
682225;236;1;1;1;81.011396387
682226;236;1;1;1;191.09917726
682227;236;1;1;1;67.566013218
682228;236;1;1;1;71.321037968
682229;236;1;1;1;65.734560761
682230;236;1;1;1;92.372243871
682231;236;1;1;1;84.235398357
682232;236;1;1;1;77.903583219
682233;236;1;1;1;165.02684345
682234;236;1;1;1;85.32114643
682235;236;1;1;1;86.711639672
682236;236;1;1;1;117.40738215
682237;236;1;1;1;56.613391694
682238;236;1;1;1;96.065071548
682239;236;1;1;1;135.94586988
682241;236;1;1;1;113.53654075
682242;236;1;1;1;148.09254181
682243;236;1;1;1;121.98717514
682244;236;1;1;1;117.7379535
682245;236;1;1;1;119.72887663
682245;236;2;1;2;119.72887663
682246;236;1;1;1;114.75306112
682247;236;1;1;1;80.777750078
682248;236;1;1;1;51.128916828
682249;236;1;1;1;82.143362398
682250;236;1;1;1;62.687733146
682251;236;1;1;1;63.739295361
682252;236;1;1;1;138.72878497
682253;236;1;1;1;58.801349342
682254;236;1;1;1;88.259784485
682255;236;1;1;1;82.641530382
682256;236;1;1;1;123.25230143
682257;236;1;1;1;84.056937605
682258;236;1;1;1;79.640335174
682259;236;1;1;1;83.663954759
682260;236;1;1;1;55.029270885
682261;236;1;1;1;124.79318275
682262;236;1;1;1;75.405456851
682263;236;1;1;1;65.734560761
682264;236;1;1;1;88.985247383
682265;236;1;1;1;92.959949732
682266;236;1;1;1;93.54833551
682267;236;1;1;1;96.346266302
682268;236;1;1;1;83.386421909
682269;236;1;1;1;178.36558068
682270;236;1;1;1;156.42619318
682271;236;1;1;1;166.01870311
682272;236;1;1;1;196.33553806
682273;236;1;1;1;132.38967673
682274;236;1;1;1;100.34439427
682275;236;1;1;1;121.98717514
682276;236;1;1;1;109.05148359
682277;236;1;1;1;64.532874446
682278;236;1;1;1;73.290976612
682279;236;1;1;1;76.162355098
682280;236;1;1;1;73.951380856
682281;236;1;1;1;82.641530382
682282;236;1;1;1;86.195633076
682283;236;1;1;1;79.05652529
682284;236;1;1;1;64.304314632
682285;236;1;1;1;78.453141764
682286;236;1;1;1;56.514217678
682287;236;1;1;1;65.767720282
682288;236;1;1;1;52.322529535
682289;236;1;1;1;52.587648609
682290;236;1;1;1;60.119821684
682291;236;1;1;1;50.774023501
682292;236;1;1;1;45.696621151
682293;236;1;1;1;69.736126013
682294;236;1;1;1;48.982044602
682295;236;1;1;1;48.158028254
682296;236;1;1;1;60.694908835
682297;236;1;1;1;61.294672409
682298;236;1;1;1;71.03329943
682299;236;1;1;1;66.483991725
682300;236;1;1;1;57.120776439
682301;236;1;1;1;70.113224897
682302;236;1;1;1;75.905930086
682303;236;1;1;1;74.698364501
682304;236;1;1;1;85.086260967
682305;236;1;1;1;83.476293315
682306;236;1;1;1;85.086260967
682307;236;1;1;1;82.502915257
682308;236;1;1;1;140.39233059
682309;236;1;1;1;137.73588397
682310;236;1;1;1;68.174959401
682311;236;1;1;1;83.761116128
682312;236;1;1;1;217.486215
682313;236;1;1;1;377.63972464
682314;236;1;1;1;1065.6824535
682315;236;1;1;1;1065.6824535
682316;236;1;1;1;652.62494454
682317;236;1;1;1;363.2503726
682318;236;1;1;1;61.294672409
682320;236;1;1;1;58.430720677
682329;236;1;1;1;140.54861544
682330;236;1;1;1;154.26225825
682331;236;1;1;1;149.8373984
682334;236;1;1;1;130.56117524
682335;236;1;1;1;139.0794653
682336;236;1;1;1;95.005234262
682337;236;1;1;1;127.60546553
682338;236;1;1;1;132.8075593
682339;236;1;1;1;103.52877653
682340;236;1;1;1;71.390137973
682342;236;1;1;1;117.53903452
682343;236;1;1;1;100.28749767
682344;236;1;1;1;75.845285235
682345;236;1;1;1;46.358182709
682346;236;1;1;1;83.327231652
682347;236;1;1;1;93.878639078
682348;236;1;1;1;87.388369007
682349;236;1;1;1;92.492952823
682350;236;1;1;1;144.29273586
682351;236;1;1;1;187.60645785
682352;236;1;1;1;171.89224662
682353;236;1;1;1;172.1786097
682354;236;1;1;1;159.76998628
682355;236;1;1;1;156.46439846
682357;236;1;1;1;200.22704583
682358;236;1;1;1;176.85062835
682359;236;1;1;1;220.11483115
682361;236;1;1;1;95.996325178
682362;236;1;1;1;99.505878779
682363;236;1;1;1;96.19515724
682364;236;1;1;1;69.422048275
682365;236;1;1;1;72.355788304
682366;236;1;1;1;71.253925697
682368;236;1;1;1;107.38341989
682369;236;1;1;1;76.204089322
682370;236;1;1;1;94.993503941
682371;236;1;1;1;125.26188062
682372;236;1;1;1;95.471459331
682375;236;1;1;1;134.58388943
682378;236;1;1;1;134.58388943
682379;236;1;1;1;125.198069
682380;236;1;1;1;112.30231714
682381;236;1;1;1;123.23763186
682382;236;1;1;1;105.34114954
682384;236;1;1;1;64.339390506
682385;236;1;1;1;72.836929243
682386;236;1;1;1;100.05677752
682387;236;1;1;1;67.41803132
682388;236;1;1;1;76.797060143
682389;236;1;1;1;97.142891849
682390;236;1;1;1;82.449563015
682391;236;1;1;1;76.56327932
682392;236;1;1;1;67.263659466
682394;236;1;1;1;82.842409487
682395;236;1;1;1;63.653759595
682396;236;1;1;1;64.769030503
682397;236;1;1;1;187.81070781
682398;236;1;1;1;484.67779871
682399;236;1;1;1;732.98933509
682400;236;1;1;1;671.43777019
682401;236;1;1;1;377.88837313
682402;236;1;1;1;241.64334716
682403;236;1;1;1;474.97180287
