DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C
657814;236;1;1;1;71.015777063
657815;236;1;1;1;87.750600894
657816;236;1;1;1;122.66852638
657817;236;1;1;1;80.394001925
657818;236;1;1;1;70.053226517
657819;236;1;1;1;66.995001604
657820;236;1;1;1;75.361546391
657821;236;1;1;1;77.390644282
657822;236;1;1;1;60.904546913
657823;236;1;1;1;73.082375303
657824;236;1;1;1;105.54193763
657825;236;1;1;1;66.40845299
657826;236;1;1;1;73.087273584
657828;236;1;1;1;62.807814004
657829;236;1;1;1;62.812233937
657830;236;1;1;1;78.446915113
657831;236;1;1;1;102.61541222
657832;236;1;1;1;65.949844523
657833;236;1;1;1;94.833604047
657834;236;1;1;1;123.597585
657835;236;1;1;1;97.105604286
657836;236;1;1;1;88.888848757
657837;236;1;1;1;105.51975124
657838;236;1;1;1;105.51267934
657839;236;1;1;1;83.676709453
657840;236;1;1;1;82.357814484
657841;236;1;1;1;69.610094752
657842;236;1;1;1;69.626875366
657843;236;1;1;1;78.446915113
657844;236;1;1;1;102.36783799
657845;236;1;1;1;113.04874858
657846;236;1;1;1;95.920617585
657847;236;1;1;1;105.70990802
657848;236;1;1;1;76.878122614
657849;236;1;1;1;66.706441892
657850;236;1;1;1;82.580710629
657851;236;1;1;1;104.83380356
657852;236;1;1;1;92.323594425
657853;236;1;1;1;114.21833598
657854;236;1;1;1;108.8032326
657855;236;1;1;1;87.937127511
657856;236;1;1;1;109.83186906
657857;236;1;1;1;121.00860063
657858;236;1;1;1;82.12714076
657859;236;1;1;1;120.36514865
657860;236;1;1;1;69.039160558
657861;236;1;1;1;81.882779738
657862;236;1;1;1;95.920617585
657863;236;1;1;1;101.31941237
657864;236;1;1;1;60.3713209
657865;236;1;1;1;71.461335044
657866;236;1;1;1;71.153538018
657867;236;1;1;1;94.814772007
657868;236;1;1;1;88.424214432
657869;236;1;1;1;73.011200918
657870;236;1;1;1;83.377159121
657871;236;1;1;1;87.560639902
657872;236;1;1;1;88.906886559
657873;236;1;1;1;149.53549441
657874;236;1;1;1;83.743752005
657875;236;1;1;1;105.43837536
657876;236;1;1;1;121.50587349
657877;236;1;1;1;87.560639902
657878;236;1;1;1;88.912779804
657879;236;1;1;1;63.684751379
657880;236;1;1;1;112.08482148
657881;236;1;1;1;107.10176943
657882;236;1;1;1;143.44578763
657883;236;1;1;1;99.629313632
657884;236;1;1;1;94.967776113
657885;236;1;1;1;124.34655155
657886;236;1;1;1;147.1469684
657887;236;1;1;1;147.35599552
657888;236;1;1;1;124.34655155
657889;236;1;1;1;124.34655155
657890;236;1;1;1;81.882779738
657891;236;1;1;1;64.397226851
657892;236;1;1;1;93.950727834
657893;236;1;1;1;161.15386693
657894;236;1;1;1;58.950856683
657895;236;1;1;1;58.015662719
657896;236;1;1;1;44.272301993
657897;236;1;1;1;36.292724535
657898;236;1;1;1;87.802502502
657899;236;1;1;1;83.676709453
657900;236;1;1;1;88.28818104
657901;236;1;1;1;125.51506418
657902;236;1;1;1;125.51506418
657903;236;1;1;1;408.13633423
657904;236;1;1;1;373.733368
657905;236;1;1;1;1546.7802407
657906;236;1;1;1;1414.805518
657907;236;1;1;1;1868.1709382
657908;236;1;1;1;89.60591246
657909;236;1;1;1;134.94001767
657910;236;1;1;1;69.534640062
657911;236;1;1;1;110.98730865
657912;236;1;1;1;92.758526308
657913;236;1;1;1;69.534640062
657914;236;1;1;1;69.534640062
657915;236;1;1;1;69.534640062
657916;236;1;1;1;127.3285125
657917;236;1;1;1;93.528012017
657918;236;1;1;1;78.112645762
657919;236;1;1;1;155.33909956
657920;236;1;1;1;94.357493847
657921;236;1;1;1;152.59168412
657922;236;1;1;1;57.945533385
657923;236;1;1;1;57.945533385
657924;236;1;1;1;57.945533385
657925;236;1;1;1;92.489423873
657926;236;1;1;1;78.112645762
657927;236;1;1;1;350.8825982
657928;236;1;1;1;642.51945867
657929;236;1;1;1;680.92829643
657931;236;1;1;1;431.32845748
657932;236;1;1;1;554.73442824
657933;236;1;1;1;152.59168412
657934;236;1;1;1;74.671593717
657936;236;1;1;1;867.8951467
657937;236;1;1;1;999.20207601
657938;236;1;1;1;482.58023097
657939;236;1;1;1;440.16088154
657940;236;1;1;1;482.58023097
657941;236;1;1;1;780.84675217
657942;236;1;1;1;1001.4164529
657943;236;1;1;1;648.19988746
657945;236;1;1;1;1026.865629
657946;236;1;1;1;1056.4888634
657947;236;1;1;1;1040.1682953
657948;236;1;1;1;989.21005525
657949;236;1;1;1;909.12967006
657950;236;1;1;1;435.75927273
657951;236;1;1;1;1021.590992
657952;236;1;1;1;608.79305391
657954;236;1;1;1;832.13463624
657955;236;1;1;1;791.3680442
657956;236;1;1;1;483.4752685
657957;236;1;1;1;588.3061687
657958;236;1;1;1;507.29140897
657959;236;1;1;1;690.09631863
657960;236;1;1;1;707.62992204
657961;236;1;1;1;649.32972659
657962;236;1;1;1;382.20354293
657963;236;1;1;1;709.44508995
657964;236;1;1;1;738.42740274
657965;236;1;1;1;913.20899989
657966;236;1;1;1;729.37378242
657967;236;1;1;1;1320.8486289
657969;236;1;1;1;475.13745415
657970;236;1;1;1;483.15844357
657971;236;1;1;1;336.5315906
657973;236;1;1;1;368.05583011
657974;236;1;1;1;424.87884128
657975;236;1;1;1;561.09433233
657976;236;1;1;1;639.57333514
657978;236;1;1;1;577.72837908
657980;236;1;1;1;600.4433307
657981;236;1;1;1;773.51372656
657982;236;1;1;1;630.24914081
657983;236;1;1;1;380.66094745
657984;236;1;1;1;637.92488391
657985;236;1;1;1;441.21802914
657986;236;1;1;1;635.50121698
657987;236;1;1;1;614.84892108
657988;236;1;1;1;590.45662502
657989;236;1;1;1;226.4207641
657990;236;1;1;1;424.11515276
657991;236;1;1;1;447.42572369
657993;236;1;1;1;397.47809039
657994;236;1;1;1;343.51877477
657996;236;1;1;1;446.12278335
657997;236;1;1;1;446.12278335
657998;236;1;1;1;654.71959871
657999;236;1;1;1;872.18422653
658001;236;1;1;1;662.04776629
658002;236;1;1;1;703.53066866
658003;236;1;1;1;229.63414616
658004;236;1;1;1;300.17308529
658005;236;1;1;1;976.39000213
658006;236;1;1;1;703.15912453
658007;236;1;1;1;807.98824432
658008;236;1;1;1;976.39000213
658009;236;1;1;1;838.01719611
658010;236;1;1;1;860.3796536
658011;236;1;1;1;381.74039208
658012;236;1;1;1;296.38641698
658013;236;1;1;1;462.18270326
658014;236;1;1;1;500.47862324
658015;236;1;1;1;620.29629902
658016;236;1;1;1;425.30525761
658017;236;1;1;1;462.18270326
658018;236;1;1;1;462.18270326
658019;236;1;1;1;597.15745643
658020;236;1;1;1;446.12278335
658021;236;1;1;1;386.45862161
658022;236;1;1;1;411.59306119
658023;236;1;1;1;410.82906957
658024;236;1;1;1;622.89973219
658025;236;1;1;1;806.88543169
658026;236;1;1;1;632.38683537
658027;236;1;1;1;503.05820816
658028;236;1;1;1;531.96016202
658029;236;1;1;1;544.45937921
658030;236;1;1;1;559.28215462
658031;236;1;1;1;531.96016202
658032;236;1;1;1;483.07327702
658033;236;1;1;1;740.31744364
658034;236;1;1;1;527.64800149
658035;236;1;1;1;570.73091147
658036;236;1;1;1;705.52579673
658037;236;1;1;1;495.6919815
658038;236;1;1;1;483.96389263
658039;236;1;1;1;513.53633696
658040;236;1;1;1;513.53633696
658041;236;1;1;1;587.71942167
658042;236;1;1;1;495.6919815
658043;236;1;1;1;448.50419172
658044;236;1;1;1;356.54094252
658045;236;1;1;1;475.82618431
658046;236;1;1;1;440.32510918
658047;236;1;1;1;380.66094745
658048;236;1;1;1;440.32510918
658049;236;1;1;1;325.18981542
658050;236;1;1;1;469.02044577
658051;236;1;1;1;380.66094745
658052;236;1;1;1;566.98052748
658053;236;1;1;1;497.44683455
658054;236;1;1;1;472.43627912
658055;236;1;1;1;447.42572369
658056;236;1;1;1;446.12278335
658057;236;1;1;1;304.70091324
658058;236;1;1;1;447.42572369
658059;236;1;1;1;566.98052748
658060;236;1;1;1;438.46641829
658061;236;1;1;1;462.18270326
658062;236;1;1;1;303.83418961
658063;236;1;1;1;304.9368658
658064;236;1;1;1;493.0966527
658065;236;1;1;1;434.76594932
658066;236;1;1;1;456.38044074
658067;236;1;1;1;561.25611772
658068;236;1;1;1;483.90924059
658069;236;1;1;1;467.09436718
658070;236;1;1;1;338.36528662
658071;236;1;1;1;410.82906957
658072;236;1;1;1;497.90469775
658074;236;1;1;1;327.29028886
658075;236;1;1;1;431.69031535
658076;236;1;1;1;317.41907943
658077;236;1;1;1;391.35833929
658078;236;1;1;1;396.5535852
658079;236;1;1;1;370.99784094
658080;236;1;1;1;305.09580958
658081;236;1;1;1;442.85564567
658082;236;1;1;1;511.04325908
658084;236;1;1;1;830.35433563
658085;236;1;1;1;723.25185343
658086;236;1;1;1;670.02920825
658087;236;1;1;1;441.66699613
658088;236;1;1;1;637.31826192
658089;236;1;1;1;616.22977756
658091;236;1;1;1;509.85460954
658092;236;1;1;1;543.8013535
658093;236;1;1;1;638.80407385
658094;236;1;1;1;828.12561775
658095;236;1;1;1;781.28791615
658096;236;1;1;1;638.80407385
658097;236;1;1;1;990.39150699
658098;236;1;1;1;661.10207135
658099;236;1;1;1;728.9749639
658100;236;1;1;1;590.34890871
658101;236;1;1;1;530.94317699
658101;236;2;1;2;530.94317699
658102;236;1;1;1;698.19811074
658103;236;1;1;1;449.80427715
658104;236;1;1;1;405.67558142
658105;236;1;1;1;462.21171031
658106;236;1;1;1;326.1848667
658107;236;1;1;1;405.56616668
658108;236;1;1;1;400.2955538
658109;236;1;1;1;351.32601965
658110;236;1;1;1;429.48752648
658111;236;1;1;1;346.05540677
658112;236;1;1;1;363.52166247
658113;236;1;1;1;563.41097363
658114;236;1;1;1;351.32601965
658115;236;1;1;1;620.7623547
658116;236;1;1;1;561.52745638
658118;236;1;1;1;263.26158904
658120;236;1;1;1;292.08348207
658122;236;1;1;1;511.48935214
658123;236;1;1;1;321.95725322
658124;236;1;1;1;693.9336278
658125;236;1;1;1;591.83318606
658126;236;1;1;1;712.36365245
658127;236;1;1;1;574.92366646
658129;236;1;1;1;213.14472274
658130;236;1;1;1;147.23178096
658131;236;1;1;1;309.69379814
658132;236;1;1;1;178.22070949
658133;236;1;1;1;353.12646231
658134;236;1;1;1;317.8991395
658135;236;1;1;1;279.62798538
658136;236;1;1;1;229.66436986
658138;236;1;1;1;265.80213422
658139;236;1;1;1;178.22070949
658140;236;1;1;1;441.63235731
658141;236;1;1;1;178.22070949
658142;236;1;1;1;1275.0913855
658143;236;1;1;1;1129.6570442
658144;236;1;1;1;1079.8929036
658145;236;1;1;1;1845.9261856
658146;236;1;1;1;1249.8144083
658147;236;1;1;1;1626.2405404
658148;236;1;1;1;2284.2663311
658149;236;1;1;1;2141.2914014
658150;236;1;1;1;1129.6570442
658151;236;1;1;1;1494.7770306
658152;236;1;1;1;1079.8929036
658153;236;1;1;1;705.67993859
658154;236;1;1;1;2513.9006077
658155;236;1;1;1;1324.855526
658156;236;1;1;1;1626.2405404
658157;236;1;1;1;838.00234046
658158;236;1;1;1;2206.7652321
658159;236;1;1;1;178.22070949
658160;236;1;1;1;1248.19431
658161;236;1;1;1;240.24787304
658162;236;1;1;1;334.09284571
658163;236;1;1;1;178.22070949
658164;236;1;1;1;428.71694771
658165;236;1;1;1;336.66830604
658166;236;1;1;1;1845.9261856
658167;236;1;1;1;1324.855526
658170;236;1;1;1;178.22070949
658171;236;1;1;1;276.3856374
658172;236;1;1;1;712.88283797
658173;236;1;1;1;528.89395062
658174;236;1;1;1;861.60993847
658175;236;1;1;1;1073.3654902
658176;236;1;1;1;666.39365445
658177;236;1;1;1;796.04517505
658178;236;1;1;1;863.01183012
658179;236;1;1;1;910.35437498
658180;236;1;1;1;1017.6208169
658181;236;1;1;1;887.48878325
658183;236;1;1;1;756.7588909
658184;236;1;1;1;321.60266275
658185;236;1;1;1;698.19718334
658186;236;1;1;1;148.51725791
658187;236;1;1;1;683.41715161
658188;236;1;1;1;267.16975536
658189;236;1;1;1;167.06887113
658190;236;1;1;1;1033.5167264
658191;236;1;1;1;177.07538763
658192;236;1;1;1;228.23536574
658193;236;1;1;1;769.83266028
658194;236;1;1;1;278.65129394
658195;236;1;1;1;271.95771077
658196;236;1;1;1;748.51108496
658197;236;1;1;1;585.87773765
658198;236;1;1;1;704.72309433
658199;236;1;1;1;1077.8716997
658200;236;1;1;1;818.47271868
658201;236;1;1;1;585.87773765
658202;236;1;1;1;551.10706035
658203;236;1;1;1;271.95771077
658204;236;1;1;1;148.51725791
658205;236;1;1;1;846.81592631
658207;236;1;1;1;727.46131967
658208;236;1;1;1;975.78680924
658209;236;1;1;1;1147.0225605
658210;236;1;1;1;585.87773765
658211;236;1;1;1;806.80798478
658212;236;1;1;1;886.31077917
658213;236;1;1;1;926.68741931
658214;236;1;1;1;604.47302722
658215;236;1;1;1;148.51725791
658216;236;1;1;1;898.21330195
658217;236;1;1;1;939.9381147
658218;236;1;1;1;703.05328518
658219;236;1;1;1;661.32847243
658220;236;1;1;1;1023.1126575
658221;236;1;1;1;805.53816586
658222;236;1;1;1;892.71322033
658223;236;1;1;1;602.76500101
658224;236;1;1;1;773.35861369
658225;236;1;1;1;727.46131967
658226;236;1;1;1;955.25421006
658227;236;1;1;1;759.09254905
658229;236;1;1;1;4771.7621377
658230;236;1;1;1;4436.398951
658231;236;1;1;1;5356.1021878
658232;236;1;1;1;5280.596497
658233;236;1;1;1;4472.4412376
658234;236;1;1;1;5981.9187201
658235;236;1;1;1;4010.0858191
658237;236;1;1;1;3378.4814571
658238;236;1;1;1;1494.7770306
658239;236;1;1;1;838.00234046
658240;236;1;1;1;2206.7652321
658241;236;1;1;1;1079.8929036
658242;236;1;1;1;838.00234046
658243;236;1;1;1;838.00234046
658244;236;1;1;1;1299.5785488
658245;236;1;1;1;1664.0088
658246;236;1;1;1;1079.8929036
658247;236;1;1;1;2206.7652321
658248;236;1;1;1;644.78414217
658249;236;1;1;1;530.46245937
658250;236;1;1;1;362.34347221
658251;236;1;1;1;512.33370023
658252;236;1;1;1;628.45643974
658253;236;1;1;1;474.28208806
658254;236;1;1;1;579.45277078
658255;236;1;1;1;429.94312268
658256;236;1;1;1;362.34347221
658257;236;1;1;1;689.04208673
658260;236;1;1;1;111.24433966
658261;236;1;1;1;1067.0213872
658265;236;1;1;1;800.22164636
658266;236;1;1;1;1389.7021096
658267;236;1;1;1;146.07627939
658269;236;1;1;1;1500.6750979
658271;236;1;1;1;108.36232522
658272;236;1;1;1;1134.3423471
658274;236;1;1;1;1364.4438037
658275;236;1;1;1;1519.2563136
658277;236;1;1;1;433.4493009
658278;236;1;1;1;198.42791549
658279;236;1;1;1;422.57800989
658280;236;1;1;1;380.27725141
658281;236;1;1;1;198.42791549
658283;236;1;1;1;1030.323103
658284;236;1;1;1;1606.5924152
658285;236;1;1;1;1865.1798859
658286;236;1;1;1;1364.4438037
658287;236;1;1;1;1746.645977
658289;236;1;1;1;1309.4085871
658290;236;1;1;1;1944.2967952
658291;236;1;1;1;1198.4355988
658292;236;1;1;1;1074.8208962
658293;236;1;1;1;1890.6767801
658295;236;1;1;1;1449.2235605
658296;236;1;1;1;1691.6107603
658297;236;1;1;1;706.40751751
658298;236;1;1;1;1850.6652211
658299;236;1;1;1;1694.0787227
658300;236;1;1;1;907.9669264
658301;236;1;1;1;1401.1420879
658302;236;1;1;1;1393.7485689
658303;236;1;1;1;975.28788631
658306;236;1;1;1;706.40751751
658307;236;1;1;1;1393.7485689
658309;236;1;1;1;876.93452387
658310;236;1;1;1;35.822856903
658311;236;1;1;1;49.479927339
658312;236;1;1;1;51.678716054
658313;236;1;1;1;44.364226119
658315;236;1;1;1;56.971891577
658316;236;1;1;1;81.280107828
658317;236;1;1;1;53.576487478
658318;236;1;1;1;44.364226119
658319;236;1;1;1;55.298082663
658320;236;1;1;1;69.517420751
658321;236;1;1;1;46.236181036
658322;236;1;1;1;51.957923535
658323;236;1;1;1;53.963774756
658324;236;1;1;1;67.968809735
658325;236;1;1;1;55.448442395
658326;236;1;1;1;56.510887933
658327;236;1;1;1;28.660168576
658328;236;1;1;1;26.899976175
658329;236;1;1;1;42.739309607
658330;236;1;1;1;58.018017884
658331;236;1;1;1;90.357484679
658332;236;1;1;1;92.684740547
658333;236;1;1;1;34.777650885
658334;236;1;1;1;44.356185168
658335;236;1;1;1;28.125421896
658336;236;1;1;1;31.232415188
658337;236;1;1;1;46.703308861
658338;236;1;1;1;31.338268439
658339;236;1;1;1;45.486746003
658340;236;1;1;1;38.575070984
658341;236;1;1;1;42.078414503
658342;236;1;1;1;24.815150172
658343;236;1;1;1;31.942242806
658344;236;1;1;1;49.054472401
658345;236;1;1;1;44.488675463
658346;236;1;1;1;38.683329991
658347;236;1;1;1;39.476736185
658348;236;1;1;1;31.942242806
658349;236;1;1;1;32.366323406
658350;236;1;1;1;25.911933466
658351;236;1;1;1;51.421219939
658352;236;1;1;1;26.440481509
658353;236;1;1;1;28.506175217
658354;236;1;1;1;47.355805222
658356;236;1;1;1;46.942836704
658357;236;1;1;1;39.040518985
658358;236;1;1;1;45.722972711
658359;236;1;1;1;40.14255423
658360;236;1;1;1;57.920494523
658362;236;1;1;1;40.687839312
658363;236;1;1;1;40.687839312
658364;236;1;1;1;99.112582546
658365;236;1;1;1;54.375047788
658366;236;1;1;1;88.649297895
658367;236;1;1;1;56.868052476
658368;236;1;1;1;88.51148419
658369;236;1;1;1;57.642368447
658371;236;1;1;1;73.727870341
658372;236;1;1;1;76.289698709
658373;236;1;1;1;43.920583858
658374;236;1;1;1;44.069439992
658375;236;1;1;1;44.069439992
658376;236;1;1;1;91.489929951
658377;236;1;1;1;75.019195625
658378;236;1;1;1;52.42886837
658379;236;1;1;1;122.8797839
658380;236;1;1;1;32.444418199
658381;236;1;1;1;70.919438316
658382;236;1;1;1;83.616888152
658383;236;1;1;1;26.124578363
658384;236;1;1;1;41.042712953
658385;236;1;1;1;44.664988504
658386;236;1;1;1;36.438656436
658387;236;1;1;1;44.475929425
658388;236;1;1;1;53.357969098
658389;236;1;1;1;81.562571681
658390;236;1;1;1;43.50003823
658391;236;1;1;1;43.920583858
658392;236;1;1;1;70.720963471
658393;236;1;1;1;35.386628838
658394;236;1;1;1;35.822856903
658395;236;1;1;1;58.759253323
658396;236;1;1;1;40.287191687
658397;236;1;1;1;53.371816456
658398;236;1;1;1;80.74464406
658399;236;1;1;1;26.99159736
658400;236;1;1;1;58.759253323
658401;236;1;1;1;33.90653276
658402;236;1;1;1;46.509040951
658403;236;1;1;1;56.684003417
658404;236;1;1;1;30.902040374
658405;236;1;1;1;32.204095187
658406;236;1;1;1;39.770371362
658407;236;1;1;1;37.823700435
658408;236;1;1;1;48.70038542
658409;236;1;1;1;33.968760792
658410;236;1;1;1;45.312539823
658412;236;1;1;1;33.452128525
658413;236;1;1;1;40.207786855
658414;236;1;1;1;39.035703446
658415;236;1;1;1;40.826854817
658416;236;1;1;1;35.386628838
658417;236;1;1;1;86.452102686
658418;236;1;1;1;54.222943035
658419;236;1;1;1;30.949586707
658420;236;1;1;1;31.78581583
658421;236;1;1;1;43.780576008
658422;236;1;1;1;36.126496052
658423;236;1;1;1;50.85979914
658424;236;1;1;1;61.971725848
658425;236;1;1;1;47.206124901
658426;236;1;1;1;48.794629307
658427;236;1;1;1;60.993286634
658428;236;1;1;1;52.649853812
658429;236;1;1;1;55.776171831
658430;236;1;1;1;73.567181845
658431;236;1;1;1;49.148095608
658432;236;1;1;1;83.444685927
658433;236;1;1;1;53.068540265
658434;236;1;1;1;36.612965212
658435;236;1;1;1;61.772124201
658436;236;1;1;1;58.934136226
658437;236;1;1;1;61.605812734
658438;236;1;1;1;48.249344226
658439;236;1;1;1;60.416719764
658440;236;1;1;1;44.902934349
658441;236;1;1;1;76.186410016
658441;236;2;1;2;76.186410016
658441;236;3;1;3;76.186410016
658442;236;1;1;1;65.683379352
658443;236;1;1;1;61.175330261
658444;236;1;1;1;53.829762706
658445;236;1;1;1;66.5725696
658446;236;1;1;1;52.532917271
658447;236;1;1;1;57.429094752
658448;236;1;1;1;48.794629307
658449;236;1;1;1;55.939408089
658450;236;1;1;1;68.044646631
658451;236;1;1;1;55.124300338
658452;236;1;1;1;38.999038271
658453;236;1;1;1;38.236141434
658454;236;1;1;1;49.052482087
658455;236;1;1;1;86.904691603
658456;236;1;1;1;101.76026097
658457;236;1;1;1;55.973213911
658458;236;1;1;1;91.25564083
658459;236;1;1;1;78.582388142
658460;236;1;1;1;110.52611486
658461;236;1;1;1;57.466397528
658462;236;1;1;1;55.869513879
658463;236;1;1;1;69.233019425
658464;236;1;1;1;48.800648731
658465;236;1;1;1;40.819653693
658466;236;1;1;1;36.17585259
658467;236;1;1;1;28.373858653
658468;236;1;1;1;48.800648731
658469;236;1;1;1;48.987749132
658471;236;1;1;1;48.966044436
658472;236;1;1;1;74.70541723
658473;236;1;1;1;50.694403435
658474;236;1;1;1;50.97337964
658476;236;1;1;1;56.640674779
658477;236;1;1;1;49.173046772
658479;236;1;1;1;49.173046772
658480;236;1;1;1;31.126561937
658481;236;1;1;1;47.964373014
658483;236;1;1;1;22.262858857
658484;236;1;1;1;44.356185168
658485;236;1;1;1;44.356185168
658486;236;1;1;1;31.232415188
658487;236;1;1;1;44.356185168
658488;236;1;1;1;41.478941018
658489;236;1;1;1;32.550271449
658490;236;1;1;1;47.964373014
658491;236;1;1;1;44.069439992
658492;236;1;1;1;48.994598016
658493;236;1;1;1;44.069439992
658494;236;1;1;1;75.520899705
658495;236;1;1;1;43.475528502
658496;236;1;1;1;45.169768605
658497;236;1;1;1;62.544275754
658498;236;1;1;1;160.99592836
658499;236;1;1;1;52.642300931
658500;236;1;1;1;48.940264209
658501;236;1;1;1;103.10791642
658502;236;1;1;1;533.83600189
658503;236;1;1;1;142.46487897
658504;236;1;1;1;185.45695036
658505;236;1;1;1;422.64273499
658506;236;1;1;1;463.82281321
658507;236;1;1;1;382.50892643
658509;236;1;1;1;200.48717663
658510;236;1;1;1;324.22399023
658511;236;1;1;1;134.47601018
658512;236;1;1;1;374.3539602
658513;236;1;1;1;532.97603095
658514;236;1;1;1;399.79763548
658515;236;1;1;1;417.9020813
658516;236;1;1;1;429.69927383
658517;236;1;1;1;385.73633013
658518;236;1;1;1;468.82147747
658519;236;1;1;1;435.65453674
658520;236;1;1;1;378.73585156
658521;236;1;1;1;416.91466376
658522;236;1;1;1;405.08692338
658523;236;1;1;1;462.64914633
658524;236;1;1;1;399.79763548
658525;236;1;1;1;455.04944985
658526;236;1;1;1;437.93242157
658527;236;1;1;1;456.0368674
658528;236;1;1;1;405.08692338
658529;236;1;1;1;506.44991761
658530;236;1;1;1;461.37245105
658531;236;1;1;1;378.77987766
658532;236;1;1;1;302.76142945
658533;236;1;1;1;310.7844353
658534;236;1;1;1;226.07578246
658535;236;1;1;1;241.54497778
658536;236;1;1;1;269.57980456
658537;236;1;1;1;227.32797868
658538;236;1;1;1;274.83001876
658540;236;1;1;1;241.74995918
658541;236;1;1;1;265.9528829
658542;236;1;1;1;91.807146221
658543;236;1;1;1;161.42295039
658544;236;1;1;1;196.84454372
658545;236;1;1;1;143.99460269
658546;236;1;1;1;221.93572457
658547;236;1;1;1;255.57248996
658548;236;1;1;1;184.20139699
658549;236;1;1;1;164.34630347
658550;236;1;1;1;228.39732651
658551;236;1;1;1;175.66008282
658552;236;1;1;1;316.93425484
658553;236;1;1;1;316.93425484
658554;236;1;1;1;2200.7332478
658556;236;1;1;1;1982.0322495
658557;236;1;1;1;2328.9503592
658558;236;1;1;1;2217.9144055
658559;236;1;1;1;2051.5130478
658560;236;1;1;1;1705.3342344
658561;236;1;1;1;1970.4968781
658562;236;1;1;1;1297.9168002
658563;236;1;1;1;1584.5279384
658564;236;1;1;1;951.37547975
658566;236;1;1;1;1584.5279384
658567;236;1;1;1;1161.6820704
658568;236;1;1;1;1041.7416886
658569;236;1;1;1;951.37547975
658570;236;1;1;1;2910.2945372
658571;236;1;1;1;2384.8674426
658572;236;1;1;1;167.14845187
658573;236;1;1;1;164.54026222
658574;236;1;1;1;154.93484699
658575;236;1;1;1;105.54870965
658576;236;1;1;1;68.111895502
658577;236;1;1;1;96.796884012
658578;236;1;1;1;176.19461155
658579;236;1;1;1;114.03737979
658580;236;1;1;1;247.28559005
658581;236;1;1;1;99.952232681
658582;236;1;1;1;103.67919042
658583;236;1;1;1;128.12252691
658584;236;1;1;1;106.37629289
658585;236;1;1;1;173.26164612
658586;236;1;1;1;68.111895502
658587;236;1;1;1;83.834554386
658588;236;1;1;1;321.98644537
658589;236;1;1;1;168.87697681
658590;236;1;1;1;183.39804672
658591;236;1;1;1;187.21701211
658592;236;1;1;1;259.09998574
658593;236;1;1;1;232.5851684
658594;236;1;1;1;243.94113702
658595;236;1;1;1;168.87697681
658596;236;1;1;1;148.48617161
658597;236;1;1;1;183.70515993
658598;236;1;1;1;107.02739924
658599;236;1;1;1;126.03760939
658600;236;1;1;1;207.60781732
658601;236;1;1;1;88.687363936
658602;236;1;1;1;88.687363936
658603;236;1;1;1;168.87697681
658604;236;1;1;1;166.82620691
658605;236;1;1;1;259.09998574
658606;236;1;1;1;172.04207809
658607;236;1;1;1;83.834554386
658608;236;1;1;1;123.64297723
658609;236;1;1;1;1581.4412667
658610;236;1;1;1;1969.6006976
658611;236;1;1;1;824.71111871
658612;236;1;1;1;1212.2210745
658613;236;1;1;1;1872.267467
658614;236;1;1;1;1212.2210745
658615;236;1;1;1;824.06164358
658616;236;1;1;1;560.81522516
658617;236;1;1;1;824.71111871
658618;236;1;1;1;841.61404379
658619;236;1;1;1;437.98630458
658620;236;1;1;1;448.65218013
658621;236;1;1;1;841.61404379
658622;236;1;1;1;659.24931487
658623;236;1;1;1;437.98630458
658624;236;1;1;1;1062.8537683
658625;236;1;1;1;969.77685959
658626;236;1;1;1;1751.9452183
658627;236;1;1;1;1481.8763076
658628;236;1;1;1;1751.9452183
658629;236;1;1;1;969.77685959
658630;236;1;1;1;437.98630458
658631;236;1;1;1;437.98630458
658632;236;1;1;1;1051.2745415
658633;236;1;1;1;659.76889497
658634;236;1;1;1;437.98630458
658635;236;1;1;1;752.84580368
658636;236;1;1;1;448.65218013
658637;236;1;1;1;1626.1695068
658638;236;1;1;1;1669.3949046
658639;236;1;1;1;2118.5205786
658640;236;1;1;1;2400.7422214
658641;236;1;1;1;1174.8166278
658642;236;1;1;1;1669.3949046
658643;236;1;1;1;2961.0665959
658644;236;1;1;1;1174.8166278
658645;236;1;1;1;1174.8166278
658646;236;1;1;1;911.66362923
658647;236;1;1;1;1954.0465815
658648;236;1;1;1;1626.1695068
658649;236;1;1;1;2910.2945372
666618;236;1;1;1;171.36107988
666619;236;1;1;1;165.98034947
666621;236;1;1;1;126.77802263
666622;236;1;1;1;190.62552299
666623;236;1;1;1;188.9105248
666625;236;1;1;1;154.51892155
666626;236;1;1;1;204.46286583
666627;236;1;1;1;173.62968447
666629;236;1;1;1;137.26597387
666630;236;1;1;1;152.00082335
666631;236;1;1;1;121.14276089
666631;236;2;1;2;121.14276089
666633;236;1;1;1;171.6672017
666635;236;1;1;1;158.61418862
666636;236;1;1;1;161.18835981
666638;236;1;1;1;278.41847847
666639;236;1;1;1;254.14892317
666640;236;1;1;1;158.92095528
666641;236;1;1;1;189.04958415
666642;236;1;1;1;155.66532526
666643;236;1;1;1;203.45497331
666644;236;1;1;1;230.02072406
666645;236;1;1;1;173.77176863
666646;236;1;1;1;178.15999962
666647;236;1;1;1;158.61418862
666648;236;1;1;1;168.39763895
666649;236;1;1;1;182.71668924
666650;236;1;1;1;208.41240789
666651;236;1;1;1;174.20254805
