DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P1398S1;P1398S2;P1398S3;P1398S4;P1398S5;P1398S6;P1398S8;P1398S9;P1398S10;P1398S12;P1398S13;P1398S20;P1398S22;P1590S1;P1590S2;P1590S3;P1590S4;P1590S5;P520S1;P520S2;P520S3;P520S4;P520S8;P520S9;P520S5;P520S10;P520S6;P3103
695021;236;1;1;1;104.14022593;1;2;2;2;2;2;1;1;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695022;236;1;1;1;98.535954173;1;2;2;2;2;2;1;2;1;2;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
695024;236;1;1;1;73.951380856;1;2;1;1;2;2;1;2;1;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
695025;236;1;1;1;63.50179772;1;1;1;1;1;1;1;2;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
695026;236;1;1;1;76.417296779;1;1;1;1;2;2;1;2;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
695027;236;1;1;1;76.816993995;1;1;1;1;2;2;1;1;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695028;236;1;1;1;76.816993995;1;1;1;1;2;2;1;2;2;2;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
695029;236;1;1;1;76.816993995;1;1;1;1;2;2;1;2;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
695030;236;1;1;1;147.09964081;1;1;1;1;1;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695032;236;1;1;1;85.719071817;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2
695034;236;1;1;1;94.840855891;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2
695036;236;1;1;1;121.55614066;1;1;1;2;2;1;1;1;1;1;;2;1;1;1;2;1;2;2;1;1;2;2;1;1;2;2;7
695041;236;1;1;1;792.1208911;1;1;1;1;1;1;1;1;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695042;236;1;1;1;817.79741509;1;1;2;1;2;2;2;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695063;236;1;1;1;63.850746892;1;2;1;2;1;1;1;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1
695063;236;2;1;2;63.850746892;1;2;2;2;1;1;1;2;1;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;
695071;236;1;1;1;168.56707321;1;2;2;1;2;2;2;1;1;1;;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2
695092;236;1;1;1;122.36253443;1;2;1;1;2;2;1;2;1;1;;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
695095;236;1;1;1;116.68505421;1;1;1;1;2;2;2;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695102;236;1;1;1;101.98591139;1;1;1;1;2;2;1;2;1;1;;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;5
695126;236;1;1;1;84.27253915;2;2;1;2;2;2;2;2;1;1;;1;2;2;1;2;2;2;2;1;1;2;2;2;2;2;2;4
695136;236;1;1;1;133.69396959;1;1;2;2;2;2;2;2;2;1;;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;8
695144;236;1;1;1;105.34067394;1;1;1;1;1;2;1;1;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695147;236;1;1;1;192.80606104;1;1;1;2;2;2;1;2;1;1;;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4
695148;236;1;1;1;98.58638101;1;2;2;2;2;2;2;2;2;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695149;236;1;1;1;104.73872723;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695154;236;1;1;1;69.422048275;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;9
695157;236;1;1;1;93.878639078;1;2;1;1;2;2;2;2;1;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695160;236;1;1;1;102.42693175;1;2;1;1;1;1;1;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695163;236;1;1;1;103.13534797;1;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695167;236;1;1;1;125.02170405;1;2;2;1;2;2;2;2;1;2;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695173;236;1;1;1;184.57219122;1;2;2;2;2;2;2;1;2;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695174;236;1;1;1;173.18285296;1;2;1;2;2;2;2;1;2;2;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
695183;236;1;1;1;189.73672789;2;2;2;2;2;2;2;2;2;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695184;236;1;1;1;100.76064464;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695185;236;1;1;1;130.38699872;1;1;1;1;1;2;1;1;1;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
695187;236;1;1;1;143.24353885;1;1;2;1;2;2;1;2;1;1;;1;2;1;1;2;2;2;1;2;2;2;2;1;2;2;2;4
695192;236;1;1;1;166.6956054;1;1;1;1;1;1;1;1;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2
695193;236;1;1;1;79.322375525;2;2;2;2;2;2;2;2;2;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695194;236;1;1;1;94.826908159;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4
695195;236;1;1;1;111.95849;2;2;2;2;2;2;1;2;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
695197;236;1;1;1;2121.1377142;1;2;2;2;2;2;2;2;2;2;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695199;236;1;1;1;1342.0942529;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695200;236;1;1;1;152.48319668;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695202;236;1;1;1;2444.2727787;2;2;2;2;2;2;1;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695203;236;1;1;1;2444.2727787;2;2;2;2;2;2;1;1;1;1;;2;2;1;1;2;2;2;1;1;2;2;2;2;2;1;1;9
695204;236;1;1;1;2444.2727787;1;2;2;1;1;2;1;2;1;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695208;236;1;1;1;2097.0222701;1;2;1;1;2;2;1;2;2;2;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695209;236;1;1;1;1390.8816614;1;2;2;2;2;2;1;2;2;2;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695210;236;1;1;1;2031.6892118;2;2;2;2;2;2;1;2;1;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
695211;236;1;1;1;1315.3485551;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695213;236;1;1;1;76.204089322;1;2;2;1;2;2;1;2;1;1;;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;5
695214;236;1;1;1;104.30959898;1;2;2;2;2;2;1;2;1;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
695215;236;1;1;1;101.39155499;1;1;1;1;2;2;1;2;1;1;;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3
695221;236;1;1;1;95.704099151;1;2;1;1;2;2;1;2;1;1;;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4
695222;236;1;1;1;117.904026;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695224;236;1;1;1;102.87104505;1;2;2;1;2;2;1;2;1;2;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695226;236;1;1;1;92.585812947;1;2;2;1;2;2;1;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695232;236;1;1;1;143.99448777;1;2;2;1;2;2;1;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695233;236;1;1;1;126.77604468;2;2;2;2;1;2;1;2;2;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695234;236;1;1;1;143.55614873;2;1;2;2;2;2;2;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695238;236;1;1;1;130.38699872;1;2;2;2;1;2;1;2;1;1;;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;9
695240;236;1;1;1;88.135972806;1;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695242;236;1;1;1;137.13103598;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695243;236;1;1;1;134.28485647;1;2;2;2;2;2;1;2;1;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
695244;236;1;1;1;119.99540647;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695245;236;1;1;1;119.63012394;2;2;2;2;2;2;1;2;2;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695246;236;1;1;1;131.76432698;1;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695247;236;1;1;1;192.88320947;1;2;2;2;2;2;2;1;1;1;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
695248;236;1;1;1;232.69094031;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695249;236;1;1;1;56.407022596;1;1;1;1;1;2;1;1;1;1;;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
695250;236;1;1;1;56.407022596;2;2;2;2;1;2;1;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695251;236;1;1;1;74.175714827;1;2;2;2;1;2;2;1;1;1;;1;2;1;1;1;2;2;1;2;2;2;2;2;2;1;2;3
695252;236;1;1;1;82.273204399;1;2;1;1;1;2;1;1;1;1;;1;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;9
695255;236;1;1;1;56.407022596;2;2;1;2;1;1;1;2;1;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695257;236;1;1;1;65.838800318;1;1;2;1;2;2;1;2;1;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695260;236;1;1;1;54.31265242;2;2;2;2;2;2;1;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695261;236;1;1;1;70.34230028;1;1;2;2;2;2;2;2;1;1;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
695262;236;1;1;1;89.902439043;1;1;2;1;2;2;1;2;1;2;;2;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;3
695264;236;1;1;1;96.750045377;1;2;2;1;1;2;2;2;1;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695266;236;1;1;1;109.31918026;1;2;2;2;1;2;1;1;1;1;;1;2;1;1;2;2;2;1;2;2;2;2;1;2;1;2;1
695268;236;1;1;1;60.963271457;1;1;2;1;2;2;2;2;1;1;;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;4
695269;236;1;1;1;76.56327932;1;1;1;1;2;2;1;2;1;1;;1;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;4
695270;236;1;1;1;67.41803132;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695271;236;1;1;1;106.75165688;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695275;236;1;1;1;182.02295116;1;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695276;236;1;1;1;194.66426049;2;1;2;2;2;2;1;2;1;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695277;236;1;1;1;132.20395921;2;2;2;2;2;2;1;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695278;236;1;1;1;187.29674801;1;2;2;2;1;2;1;2;1;1;;1;2;2;1;2;2;2;1;1;2;2;2;2;2;2;2;9
695279;236;1;1;1;206.05402996;2;2;2;2;2;2;1;2;2;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695280;236;1;1;1;2385.3343121;1;2;2;2;2;2;2;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695281;236;1;1;1;3208.7879547;1;1;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695282;236;1;1;1;2836.8609453;2;1;2;2;2;2;1;2;1;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695283;236;1;1;1;1758.20518;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695284;236;1;1;1;3244.9745636;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695285;236;1;1;1;4338.1303689;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695286;236;1;1;1;3229.2578669;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695287;236;1;1;1;2836.8609453;1;1;1;1;1;1;2;2;1;1;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
695293;236;1;1;1;503.87599538;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695309;236;1;1;1;88.058053012;1;1;1;1;2;2;2;2;1;1;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
695319;236;1;1;1;87.938115998;1;1;2;2;2;2;1;2;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;1;2;2;2;1
695322;236;1;1;1;76.263391058;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695323;236;1;1;1;88.914187879;1;1;1;2;1;1;1;2;1;2;;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;6
695325;236;1;1;1;191.19603277;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695326;236;1;1;1;189.13207197;1;1;1;1;1;1;2;2;1;1;;1;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;5
695327;236;1;1;1;75.24566764;2;2;2;1;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695329;236;1;1;1;131.71403651;1;1;1;1;1;1;1;1;1;1;;2;2;2;1;1;2;2;1;1;2;2;2;2;2;2;2;7
695330;236;1;1;1;173.14976735;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695331;236;1;1;1;139.10050902;1;1;1;2;2;2;1;1;1;1;;1;1;2;1;2;2;2;1;2;2;2;2;2;2;1;2;2
695332;236;1;1;1;88.772207702;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695333;236;1;1;1;126.52622765;1;1;1;1;1;2;1;1;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695338;236;1;1;1;89.426320168;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695339;236;1;1;1;85.55006213;1;2;2;2;2;2;2;2;1;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
695394;236;1;1;1;124.85926037;1;1;2;1;2;2;2;2;1;2;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
695427;236;1;1;1;99.757727598;1;1;1;1;1;2;1;2;1;2;;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2
695435;236;1;1;1;180.75175379;1;2;2;2;2;2;2;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695444;236;1;1;1;158.39459204;2;2;2;2;2;2;2;2;1;2;;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1
695463;236;1;1;1;143.77980415;1;2;2;1;1;2;1;2;1;2;;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;3
695502;236;1;1;1;115.24281278;1;1;2;2;2;2;2;2;1;2;;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2
695503;236;1;1;1;137.59070783;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2
695518;236;1;1;1;134.36726364;1;1;2;2;2;2;2;2;1;1;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
695523;236;1;1;1;132.42440903;1;2;2;2;2;2;2;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695559;236;1;1;1;208.33709801;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;
695560;236;1;1;1;587.91799505;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;
695565;236;1;1;1;200.39874923;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;1;2;2;2;9
695566;236;1;1;1;119.9832643;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;
695567;236;1;1;1;200.39874923;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;
695569;236;1;1;1;587.91799505;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;
695570;236;1;1;1;119.9832643;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;
695613;236;1;1;1;101.22098212;1;2;1;1;2;2;2;2;1;1;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
695652;236;1;1;1;78.843984767;1;2;2;1;1;2;2;2;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
695675;236;1;1;1;180.75175379;1;2;2;2;2;2;2;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695679;236;1;1;1;149.31632055;1;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695692;236;1;1;1;148.80604617;1;2;2;2;2;2;2;2;1;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695693;236;1;1;1;119.70927312;1;1;1;2;1;2;2;2;1;2;;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2
695696;236;1;1;1;158.15778457;2;1;2;2;2;2;2;2;1;2;;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;5
695698;236;1;1;1;133.67197208;1;1;1;2;2;2;1;2;1;2;;2;2;1;2;2;2;2;2;1;2;1;2;2;2;2;2;7
695703;236;1;1;1;218.96773457;1;1;2;1;2;2;2;2;2;2;;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;5
695708;236;1;1;1;874.7067301;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695710;236;1;1;1;331.1685534;1;2;2;1;2;2;1;2;2;2;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
695711;236;1;1;1;461.44576174;2;2;2;2;2;2;2;2;2;2;;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;
695712;236;1;1;1;251.16456101;2;2;2;2;2;2;2;2;1;2;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
695713;236;1;1;1;465.97456487;2;2;2;2;2;2;1;2;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
695715;236;1;1;1;557.21710124;2;2;2;2;2;2;2;2;1;1;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
695725;236;1;1;1;863.08793161;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695729;236;1;1;1;401.37935561;1;2;2;2;2;2;2;2;1;1;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
695731;236;1;1;1;570.53933003;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695739;236;1;1;1;498.72039302;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695744;236;1;1;1;521.23246906;1;2;1;2;1;2;1;2;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
695745;236;1;1;1;476.65178887;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695747;236;1;1;1;539.74068508;2;2;2;2;2;2;2;2;1;2;;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;9
695752;236;1;1;1;518.76107876;2;2;2;1;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695754;236;1;1;1;306.60333616;2;1;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;5
695763;236;1;1;1;412.86930288;2;2;2;2;2;2;2;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695764;236;1;1;1;338.89059263;1;2;2;1;2;2;1;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695765;236;1;1;1;362.7932548;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4
695767;236;1;1;1;656.13321588;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695771;236;1;1;1;625.62338242;1;1;2;1;2;2;2;2;2;1;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
695772;236;1;1;1;513.52298985;2;2;2;2;2;2;2;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695776;236;1;1;1;411.54847399;2;2;2;2;2;2;2;2;1;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695782;236;1;1;1;544.67756767;1;1;1;1;1;1;1;1;1;1;;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;6
695784;236;1;1;1;557.81702898;1;1;2;1;2;2;1;2;1;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;
695785;236;1;1;1;528.79772557;2;2;2;2;2;2;2;2;1;1;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
695786;236;1;1;1;609.35754657;1;2;2;2;2;2;1;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695788;236;1;1;1;255.64964246;1;2;2;2;2;2;2;2;1;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695789;236;1;1;1;585.63887243;1;1;1;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695790;236;1;1;1;348.09588676;1;2;2;2;2;2;2;2;1;1;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
695792;236;1;1;1;763.20127916;1;2;2;1;1;2;1;2;1;1;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
695795;236;1;1;1;400.8727511;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695796;236;1;1;1;519.96194682;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695798;236;1;1;1;341.01735079;1;2;1;1;1;2;1;2;1;1;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
695800;236;1;1;1;410.04150309;2;2;2;1;2;2;2;2;1;2;;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4
695801;236;1;1;1;312.48114185;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4
695802;236;1;1;1;425.77146859;2;2;2;2;2;2;2;2;1;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695805;236;1;1;1;458.28894144;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695806;236;1;1;1;604.19500344;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695812;236;1;1;1;516.92723644;1;2;1;2;1;2;2;2;1;1;;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2
695813;236;1;1;1;680.29210123;2;2;2;2;2;2;2;2;1;2;;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1
695816;236;1;1;1;432.89520179;1;2;2;2;2;2;1;2;1;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;
695817;236;1;1;1;309.43937534;2;2;2;2;2;2;2;1;1;2;;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;6
695818;236;1;1;1;436.89168758;1;1;2;1;1;2;2;2;1;1;;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;1
695819;236;1;1;1;832.5642609;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695821;236;1;1;1;650.41718189;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695822;236;1;1;1;567.69066;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695823;236;1;1;1;411.7319604;2;2;2;2;1;2;2;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695824;236;1;1;1;409.19026688;1;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695825;236;1;1;1;403.55066628;2;2;2;1;2;2;2;2;2;1;;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;7
695828;236;1;1;1;650.64825918;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695833;236;1;1;1;372.53349354;1;2;2;2;2;1;1;2;1;1;;2;2;2;1;2;2;1;2;2;2;2;2;2;1;2;2;4
695849;236;1;1;1;198.65911558;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695853;236;1;1;1;811.91423405;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
695855;236;1;1;1;356.04215328;1;1;2;1;1;2;1;2;1;1;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
695862;236;1;1;1;279.0141961;1;2;2;2;2;2;2;2;1;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
