DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P1398S1;P1398S2;P1398S3;P1398S4;P1398S5;P1398S6;P1398S8;P1398S9;P1398S10;P1398S12;P1398S13;P1398S20;P1398S22;P1590S1;P1590S2;P1590S3;P1590S4;P1590S5;P520S1;P520S2;P520S3;P520S4;P520S8;P520S9;P520S5;P520S10;P520S6;P3103
668909;236;1;1;1;138.5159412;1;1;2;2;1;1;1;1;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;1;2;2;2;4
668910;236;1;1;1;245.13059833;1;2;2;2;1;1;1;1;1;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
668911;236;1;1;1;123.26518905;2;2;2;2;2;2;1;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
668912;236;1;1;1;127.62186165;1;2;2;2;1;2;2;2;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
668913;236;1;1;1;155.33041684;1;2;2;2;1;2;2;2;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
668914;236;1;1;1;178.36600847;1;2;2;2;1;2;2;2;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
668915;236;1;1;1;105.39225569;1;2;2;2;2;2;1;2;1;1;;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2
668916;236;1;1;1;253.94589221;1;1;2;2;1;1;1;1;1;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
668917;236;1;1;1;165.90609267;1;2;2;2;2;2;2;2;2;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
668918;236;1;1;1;156.75432709;1;2;2;2;1;1;1;1;1;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
668920;236;1;1;1;159.83063507;1;2;2;2;2;2;2;2;2;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
668921;236;1;1;1;108.89697836;1;2;2;2;2;2;1;2;1;1;;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2
668922;236;1;1;1;126.17367208;1;2;2;2;2;2;1;2;1;1;;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;1
668923;236;1;1;1;116.49781263;1;2;2;2;2;2;2;2;2;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
668925;236;1;1;1;131.79321744;1;2;2;2;2;2;1;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
668926;236;1;1;1;142.55394135;1;2;2;2;2;2;2;2;1;1;;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;5
668927;236;1;1;1;84.378229716;1;2;2;2;2;2;1;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
668928;236;1;1;1;118.79670366;1;2;2;2;2;2;1;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
668929;236;1;1;1;160.14210668;1;2;2;2;2;2;2;2;2;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
668930;236;1;1;1;143.77441903;1;2;2;2;2;2;1;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
668931;236;1;1;1;147.22157136;1;2;2;2;2;1;2;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
668932;236;1;1;1;107.62452658;1;1;2;2;1;2;1;2;1;2;;2;2;2;1;2;2;1;2;2;2;2;2;2;2;2;2;
668933;236;1;1;1;205.15061279;1;1;2;2;2;1;2;2;1;1;;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;
668934;236;1;1;1;102.06938083;2;2;2;2;2;2;1;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
668935;236;1;1;1;115.34955133;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
668936;236;1;1;1;66.286357005;1;2;2;2;1;2;1;1;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
668937;236;1;1;1;84.793853747;1;1;2;2;1;2;1;1;1;1;;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;5
668938;236;1;1;1;182.58964134;1;2;2;2;2;2;1;2;1;2;;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;
668939;236;1;1;1;137.3755186;1;2;2;2;1;2;1;1;1;1;;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2
668940;236;1;1;1;91.661946882;1;1;2;2;1;2;1;1;1;1;;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;3
668941;236;1;1;1;125.63197597;1;1;2;2;1;2;1;1;1;1;;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2
668942;236;1;1;1;120.59471138;1;2;2;2;1;2;1;1;1;1;;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2
668943;236;1;1;1;180.82911448;1;1;1;1;2;2;1;2;1;1;;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2
668944;236;1;1;1;157.88062783;1;1;1;2;1;2;1;2;1;1;;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2
668944;236;2;1;2;157.88062783;1;1;2;2;1;2;1;2;2;1;;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2
668945;236;1;1;1;187.34452231;1;2;2;2;1;2;1;2;1;1;;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2
668946;236;1;1;1;130.22207734;1;1;2;2;2;2;1;2;1;1;;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1
668947;236;1;1;1;96.190095027;1;1;2;2;1;2;1;2;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
668948;236;1;1;1;210.49651399;1;2;2;2;1;2;1;2;1;1;;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;1
668949;236;1;1;1;110.20349384;1;2;2;2;1;2;1;2;1;1;;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2
668950;236;1;1;1;183.0305466;1;2;2;2;1;2;1;2;1;1;;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2
668951;236;1;1;1;222.13012274;1;2;2;1;2;2;1;2;1;1;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;9
668952;236;1;1;1;140.70572565;1;2;2;2;1;2;1;1;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
668953;236;1;1;1;297.42039519;1;2;2;2;1;2;2;2;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
668954;236;1;1;1;174.17147455;1;2;2;1;1;1;1;2;1;1;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
668955;236;1;1;1;160.62286608;1;2;2;2;1;2;2;2;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
668956;236;1;1;1;241.58004794;1;2;2;1;1;2;2;2;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
668958;236;1;1;1;88.259414577;1;1;1;1;1;1;1;1;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;1;2;2;2;1
668959;236;1;1;1;69.073719865;1;1;1;2;1;1;1;1;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
668960;236;1;1;1;65.843941948;1;2;2;2;1;2;1;1;1;1;;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;5
668961;236;1;1;1;97.290550073;1;1;1;1;1;1;1;1;1;1;;2;2;1;1;1;2;2;1;2;2;2;2;2;2;2;2;4
668962;236;1;1;1;172.39513188;1;2;1;1;1;1;1;1;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
668963;236;1;1;1;82.176792699;1;2;2;2;2;2;1;1;1;2;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
668964;236;1;1;1;77.410287781;1;1;2;1;1;2;1;2;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
668965;236;1;1;1;85.502360232;1;1;2;2;1;2;1;2;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
668966;236;1;1;1;95.849612687;1;1;2;2;1;2;1;2;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
668967;236;1;1;1;157.31180841;1;1;2;2;1;2;1;2;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
668968;236;1;1;1;113.55165095;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
668969;236;1;1;1;190.29724569;1;2;2;2;2;2;2;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
668970;236;1;1;1;203.26538973;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
668971;236;1;1;1;86.914003371;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
668972;236;1;1;1;136.8517837;1;2;2;2;2;2;1;2;1;1;;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;
668974;236;1;1;1;78.596727709;1;2;1;2;1;2;1;1;1;1;;1;2;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2
668975;236;1;1;1;204.26313508;1;2;2;2;1;2;1;1;1;1;;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2
668976;236;1;1;1;102.00600471;1;2;1;2;1;1;1;1;1;1;;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;4
668977;236;1;1;1;192.48443207;1;1;1;1;1;1;1;1;1;1;;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;4
668978;236;1;1;1;129.5549828;1;1;2;2;1;2;1;1;1;1;;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2
668979;236;1;1;1;123.13092039;1;1;1;1;1;1;1;2;1;1;;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;5
668980;236;1;1;1;258.62914356;1;1;2;2;1;2;1;1;1;1;;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2
668981;236;1;1;1;137.5257584;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
668982;236;1;1;1;124.5222223;1;1;1;1;1;1;1;1;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;9
668983;236;1;1;1;156.27884318;1;1;2;2;1;2;1;1;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
668984;236;1;1;1;135.95923605;1;1;1;1;1;1;1;1;1;1;;2;2;1;1;1;2;2;1;2;2;2;2;2;2;2;2;5
668985;236;1;1;1;179.76243877;1;1;2;2;1;2;1;1;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
668986;236;1;1;1;174.32401998;1;1;2;2;1;2;1;1;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
668987;236;1;1;1;224.93855292;1;1;2;2;1;2;1;1;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
668988;236;1;1;1;185.42381675;1;1;1;2;1;1;2;1;1;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
668989;236;1;1;1;125.40346167;1;2;2;2;2;2;1;2;1;1;;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;
668990;236;1;1;1;189.11360478;1;2;2;2;2;2;1;2;1;1;;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;3
668991;236;1;1;1;140.32965595;1;1;2;2;2;2;1;2;1;1;;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;
668991;236;2;1;2;140.32965595;1;2;2;2;2;2;1;2;1;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;
668991;236;3;1;3;140.32965595;1;2;2;1;2;2;1;2;1;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;
668992;236;1;1;1;232.71805314;1;2;2;2;2;2;2;2;2;1;;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;6
668993;236;1;1;1;282.08209259;1;1;1;2;2;2;1;1;1;1;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;2;1
668994;236;1;1;1;186.28857476;2;2;2;2;2;2;2;2;2;1;;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
668995;236;1;1;1;191.70946252;1;2;2;2;1;2;1;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
668996;236;1;1;1;276.82500859;1;1;2;2;1;2;1;2;1;1;;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;4
668997;236;1;1;1;365.01285663;1;2;2;1;2;2;1;1;1;1;;2;1;1;2;2;2;2;1;1;2;2;2;2;2;2;2;4
668998;236;1;1;1;159.52732706;1;2;2;2;1;2;1;2;1;1;;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;4
668999;236;1;1;1;141.0180655;1;1;1;2;1;1;1;1;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669000;236;1;1;1;194.16302105;1;2;2;1;2;2;1;1;1;1;;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;
669001;236;1;1;1;222.95751058;1;1;1;1;2;2;1;1;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669003;236;1;1;1;156.19936882;1;2;2;2;2;2;1;2;1;1;;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;
669004;236;1;1;1;143.44591827;1;1;1;2;2;2;1;1;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669005;236;1;1;1;194.84834421;1;2;2;2;2;2;1;2;1;1;;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;
669006;236;1;1;1;92.156083298;1;2;2;2;2;2;1;2;1;1;;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;3
669007;236;1;1;1;108.34586732;1;1;2;2;1;2;1;2;1;1;;1;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;3
669008;236;1;1;1;103.324855;1;1;2;2;2;2;1;2;1;2;;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2
669009;236;1;1;1;97.130351126;1;2;2;2;2;2;1;2;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
669010;236;1;1;1;75.311717254;1;2;2;2;2;2;1;1;1;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669011;236;1;1;1;170.9953946;1;2;2;2;2;2;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
669012;236;1;1;1;136.86055198;1;2;2;2;1;2;2;2;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
669013;236;1;1;1;86.480488954;1;2;2;2;2;2;1;1;1;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669014;236;1;1;1;76.002097984;2;2;2;2;1;2;1;2;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
669015;236;1;1;1;148.30303802;1;2;2;2;2;2;1;1;1;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669016;236;1;1;1;116.65706286;2;2;2;2;1;2;1;2;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
669019;236;1;1;1;143.94998089;1;1;1;2;1;1;1;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669020;236;1;1;1;120.52596263;1;1;1;1;2;2;2;1;1;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669021;236;1;1;1;117.62322094;1;1;1;1;2;2;2;2;1;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669022;236;1;1;1;159.83653236;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669023;236;1;1;1;139.94757345;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669025;236;1;1;1;131.52263234;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;7
669026;236;1;1;1;107.96248566;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669027;236;1;1;1;134.43752209;1;1;1;1;2;1;1;1;2;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669028;236;1;1;1;175.61093025;1;1;1;1;1;2;2;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669029;236;1;1;1;3992.8039976;1;1;2;2;2;1;1;2;1;1;;1;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;5
669030;236;1;1;1;880.85059372;2;2;2;2;2;2;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669031;236;1;1;1;665.14405878;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669032;236;1;1;1;764.64188608;2;2;2;2;2;2;1;2;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1
669033;236;1;1;1;892.51910199;2;2;2;2;2;2;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669034;236;1;1;1;2751.5429135;1;1;1;2;2;1;1;2;1;1;;1;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;3
669036;236;1;1;1;1678.4755535;1;1;2;2;2;2;1;2;1;1;;1;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;3
669037;236;1;1;1;2409.0187255;1;1;2;2;2;2;1;2;1;1;;1;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;3
669038;236;1;1;1;2346.9834408;1;1;2;1;2;2;1;2;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
669039;236;1;1;1;977.21222315;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669040;236;1;1;1;824.34560016;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669041;236;1;1;1;850.27466434;2;2;2;2;2;2;1;2;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2
669042;236;1;1;1;1090.0171839;2;2;2;2;2;2;1;2;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2
669043;236;1;1;1;779.02010835;2;2;2;2;2;2;1;2;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2
669044;236;1;1;1;770.89806842;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669045;236;1;1;1;679.571709;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669046;236;1;1;1;3889.8431066;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669048;236;1;1;1;3898.0498028;2;1;2;2;2;2;2;2;2;2;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
669049;236;1;1;1;2908.1144763;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669051;236;1;1;1;2298.849588;2;2;2;2;2;2;2;2;2;2;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
669052;236;1;1;1;2592.3037098;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669053;236;1;1;1;617.23611555;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669054;236;1;1;1;624.90372486;2;1;2;2;2;2;1;2;1;1;1;1;2;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2
669055;236;1;1;1;605.81120608;2;1;2;2;2;2;1;2;1;1;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;3
669056;236;1;1;1;635.05195947;2;1;2;2;2;2;1;2;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;
669057;236;1;1;1;640.92771463;2;1;2;2;2;2;1;2;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2
669059;236;1;1;1;708.81470488;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669060;236;1;1;1;587.23372915;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669061;236;1;1;1;587.23372915;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669062;236;1;1;1;565.26171887;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669063;236;1;1;1;583.72779959;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669064;236;1;1;1;575.60396533;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669065;236;1;1;1;492.08030689;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669066;236;1;1;1;501.08773901;2;1;2;2;2;2;1;2;2;1;1;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;3
669067;236;1;1;1;583.02169857;2;1;2;2;2;2;1;2;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3
669068;236;1;1;1;623.7569403;2;2;2;2;2;2;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669069;236;1;1;1;432.2978905;2;2;2;2;2;2;1;2;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3
669070;236;1;1;1;575.60396533;2;1;2;2;2;2;1;2;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3
669071;236;1;1;1;449.76954408;2;1;2;2;2;2;1;2;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3
669072;236;1;1;1;516.76568165;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669073;236;1;1;1;510.01818546;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669074;236;1;1;1;516.76568165;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669075;236;1;1;1;558.84572433;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669076;236;1;1;1;516.76568165;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669077;236;1;1;1;432.2978905;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
669078;236;1;1;1;483.61608543;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
669079;236;1;1;1;516.76568165;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;7
669080;236;1;1;1;513.10825525;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
669081;236;1;1;1;539.28914914;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
669082;236;1;1;1;416.61994785;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
669083;236;1;1;1;2348.2892472;2;2;2;2;2;2;2;2;2;2;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
669084;236;1;1;1;2020.4783856;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669085;236;1;1;1;3126.7533108;2;2;2;2;2;2;2;2;2;2;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
669086;236;1;1;1;3126.7533108;2;2;2;2;2;2;2;2;2;2;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
669087;236;1;1;1;2678.2869833;2;2;2;2;2;2;2;2;2;2;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
669088;236;1;1;1;1458.2994935;2;2;2;2;2;2;2;2;2;2;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
669089;236;1;1;1;432.2978905;2;1;2;2;2;2;1;2;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3
669090;236;1;1;1;506.93296745;2;2;2;2;2;2;1;2;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3
669091;236;1;1;1;390.21784782;2;2;2;2;2;2;1;2;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3
669092;236;1;1;1;494.34024282;2;2;2;2;2;2;1;2;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3
669092;236;2;1;2;494.34024282;2;2;2;2;2;2;1;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669093;236;1;1;1;483.61608543;2;1;2;2;2;2;1;2;1;1;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;3
669094;236;1;1;1;485.40979637;2;1;2;2;2;2;1;2;1;1;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;3
669095;236;1;1;1;5151.1491956;1;1;2;2;2;1;1;2;1;1;;1;2;1;1;2;2;1;1;2;2;2;2;1;2;2;2;3
669096;236;1;1;1;4239.3226169;1;1;2;2;2;2;1;2;1;1;;1;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;3
669098;236;1;1;1;3391.4277905;1;2;2;2;2;2;1;2;1;1;;2;2;1;1;2;2;2;1;2;2;2;2;1;2;2;2;3
669099;236;1;1;1;2020.4783856;1;2;2;2;2;2;1;2;1;1;;1;2;1;1;2;2;2;1;2;2;2;2;1;2;2;2;3
669100;236;1;1;1;137.16055022;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669101;236;1;1;1;148.5738223;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669102;236;1;1;1;183.78708581;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669103;236;1;1;1;189.82051487;1;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669104;236;1;1;1;193.53878434;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669105;236;1;1;1;164.8768765;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669106;236;1;1;1;135.41847484;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669107;236;1;1;1;189.82051487;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
669108;236;1;1;1;189.82051487;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1
669109;236;1;1;1;158.09637209;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
